image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
000026,1618828032.781551,0,2,0,0,0,35,21.004044738734766,52.22404718723913,49.23174988652429
000062,1618760289.999601,0,4,0,0,0,14,21.01831294761428,52.219988054984825,17.655395250079252
000069,1619696254.559908,0,4,0,0,0,15,21.01307377003935,52.174311429371066,50.48036470134845
000078,1618829570.108248,0,2,0,0,0,25,20.983280702406372,52.254695699534594,49.103395798965536
000087,1619427260.555335,0,2,0,0,0,23,20.96898797694904,52.2285805339218,46.67502523008108
000105,1619642013.332509,0,1,0,0,2,7,21.021177906506804,52.23123961388385,-18.188626565395538
000127,1618486227.670468,0,6,0,1,0,18,21.006930198947465,52.23814020551137,46.47439804843461
000140,1619704261.001101,0,4,0,0,0,14,20.983015997786882,52.25509995942529,35.98153467825123
000145,1618764551.670153,0,4,0,0,0,39,20.936565211793358,52.22532943212246,6.975634883970329
000182,1619427723.996431,0,2,0,0,0,22,21.00156317953174,52.23371682477776,47.39519485545388
000191,1618901281.336595,0,2,0,0,0,7,20.99473747599673,52.188816457809594,29.356964177581446
000199,1618761213.781066,0,4,0,0,0,26,21.012071415534816,52.23016382938186,15.382089066555139
000212,1619069058.666984,0,6,0,1,0,9,21.012725608034117,52.24620338348465,17.35786146313984
000261,1618759306.21769,0,2,0,0,0,10,20.957252887818,52.227705062680656,20.275948541505315
000267,1619599187.114496,0,0,0,0,0,22,21.03347126771759,52.25852531803598,45.85467077165986
000270,1618759966.327894,0,4,0,0,0,30,21.012323099893653,52.22858320422748,18.46808115923035
000280,1619701548.219455,0,4,0,0,0,33,21.023250986880697,52.18344471768433,42.022856838507785
000294,1619265101.33815,0,2,0,0,0,18,20.965267926214118,52.236803532415024,48.03834349331637
000298,1619632691.220516,0,1,0,0,1,12,21.01755302627098,52.2369389362719,-0.44201165372527385
000303,1618764067.32863,0,2,0,0,0,24,20.977645571691507,52.21087921154084,8.140201159430944
000335,1619427747.996767,0,2,0,0,0,23,21.00235032036048,52.23374101652361,47.39519485545388
000343,1618662844.669454,0,4,0,0,0,6,20.959281439506466,52.228401338047156,42.21727722760707
000356,1618763797.224007,0,4,0,0,0,17,20.98914213912532,52.22429424469869,8.885005418863074
000383,1619702167.663779,0,4,0,0,0,38,21.021222881657554,52.21006282739414,40.63779378725927
000389,1618821248.438734,0,2,0,0,0,17,20.99437131486703,52.24125075055889,42.47028206068442
000390,1619513822.893083,0,2,0,0,0,13,21.034858450216763,52.25473558818763,47.25992827962063
000394,1619861346.781599,0,6,0,0,0,19,21.02462553512582,52.18593567130799,51.01258138638768
000403,1619523524.448957,0,2,0,0,0,20,21.030767707320667,52.2531001298834,49.77849636819773
000404,1618762040.328093,0,4,0,0,0,20,21.043921440998506,52.23733430812061,13.236472648003087
000407,1620110328.892049,0,2,0,0,0,13,20.994761437154676,52.257789647418136,31.71663687721727
