image_id,ego_pose_x,ego_pose_y,ego_pose_z,ego_pose_yaw,ego_pose_pitch,ego_pose_roll,speed_var,mean_jerk,max_jerk,st_jerk,mean_angular_acc,max_angular_acc,st_angular_acc,mean_lateral_acc,max_lateral_acc,st_lateral_acc
000026,46.2969206245674,0.0009180681417914381,0.02338558150780829,-0.008229613216208607,-0.0066157142908880575,0.000685115585853583,0.3160375567503448,0.07244425252239456,2.9207993753408186,1.194026705438317,-0.4454972301136318,22.759949212563672,5.5564861748479,0.5590732253885841,1.7714708165057371,0.7757403034167392
000062,26.277275620517802,14.301381189216077,-0.034187638593172684,1.0155989135072057,0.0031134413183402845,0.012444987428820735,0.23092870368092502,0.12378915060693563,3.588254645615453,1.4916165317733505,1.7948230875488413,12.933610372503432,4.497901456994793,-46.77247786743265,-8.535634122358223,19.63842711638035
000069,63.53333201016622,0.4782783554925781,0.3741038432239989,0.008954917800164667,-0.006148977001796815,-0.022678621421021887,0.013323666031061667,-0.063966811260836,16.111357299122837,5.04491496741113,0.3457928826627477,60.92554135385504,11.294000654950352,2.5492007405655372,7.984732833149648,2.7360807111327317
000078,31.005869648035947,2.143379925364473,0.11874060534427337,0.27882322441191837,0.0027583163701251287,0.0019984608707749635,0.012842053765109458,-0.12317032104890874,5.344361858740238,2.3430616112171703,-0.19521492094131634,22.230488827894646,8.061408288836349,-52.18036592219728,-45.95822524830853,3.9090061018768516
000087,80.79796785885385,1.6693144081491416,-0.1938654740486425,0.018671741664665863,-0.0003452767594044418,-0.0008255246282762864,0.0032350341996868317,0.02534435270533365,11.511641617323546,3.3658503505027966,-0.8094797415860249,16.75818127446353,8.944812484279433,7.146757838031859,13.540256633327358,4.154823462275853
000105,0.011517784858072692,-0.024875782074628948,-0.012922736496030623,-0.0035952765378030964,-0.00034051579254466136,1.6523438215509975e-05,5.2916754596025e-08,-0.009897029010507605,0.5159222905036313,0.1900213094924488,-0.014127711037081658,1.6701611503390135,0.5174251187388528,-4.286305150071342e-05,0.00047207576853569084,0.0001705620751681072
000127,34.696346980952406,1.0755958596219755,-0.20165114871319753,0.15738357243259837,0.0023953627821969793,0.0016347294766013087,0.07046633996189898,-0.09218517663642177,29.38784029561898,5.9136203533324245,0.13183143188911528,53.61059685130976,15.064085458231219,-69.40365455408923,-27.522786288621585,19.094067462489836
000140,22.051483578400138,-5.950518642268493,-0.04273527401832495,-0.40437814155069157,0.004209696877040727,-0.015295856397741914,0.10530336687913774,0.2275738417498206,4.705755863056586,1.3650755222640325,-0.2991724293751626,12.712739776659872,4.195816004630167,-1.7850844522765863,1.3804121500710764,1.1905452914952597
000145,0.013595394560014103,-0.008718710836982897,0.002773564290496449,3.9106105217612375e-05,-0.00010911285555643505,0.0002626888965853067,2.702431337947038e-07,0.004061749186137572,0.5598855721580777,0.1705371696726195,0.07369622991151274,3.660310779926725,0.6657657452419077,-2.3615613014580022e-05,7.797839124426759e-05,4.873257323434663e-05
000182,-0.013290662081204361,-0.010320352795447926,0.034779967815984206,-0.00017691842133333888,-0.0010778315303085744,-1.1004579144640368e-05,1.1925164220357608e-06,-0.0011251245239484624,0.10052412580325475,0.038485281656325226,-0.036578625792647625,0.943067079896071,0.40782030922699974,-0.00010609406555771745,0.0004555316157627018,0.00025308500569021025
000191,67.86691286767709,-2.1556658936830644,-0.08899231906238646,-0.01875654337732558,0.0015156042658137229,-0.005517753468109984,0.019613960356433074,0.08191611799962216,9.41695894142609,1.7522793304808613,-0.3782132425109004,8.06327710551799,4.397944823787029,-12.683573479004396,-1.6265099161665035,5.443393029174355
000199,33.81257753974557,-5.02108762713296,-0.2978790568761952,-0.48803963191734195,0.006935769620123886,-0.0336702727255255,0.2799009721562761,0.5024207632731781,9.0397659720065,2.97877575289419,1.8792341785205728,23.202146266887972,8.19550079946162,114.07725600277548,161.8861943318021,39.17309209992321
000212,11.931814420012012,-1.1152490292355568,-0.09523182165404255,-0.23750912846112981,-0.014464869636630245,-0.00678639090537284,0.17293800119399713,0.15084192759969794,5.997840056617384,2.4039529638264105,-0.5607368690393074,24.822903737958008,7.6466430812749415,2.467096394851353,8.976978389484858,2.088274583481541
000261,35.0966226625868,2.34479996215889,0.18653333056880647,0.19816222799638655,-0.00464179962620007,-0.012256169381716303,0.2450392498812187,-0.1828214918054072,4.365286107246066,1.3000465208829337,-0.19686023718457676,10.68873372501515,3.7324722678070996,-40.2267838129864,-28.356416395365454,5.934398033750911
000267,53.19154913688404,-3.6375221504855206,-0.20403956232436454,-0.18226658769987908,0.000917944612813784,0.020125884115131432,0.0033515270060394315,-0.04602854554686261,13.67444798647611,3.5742945263251475,-0.3979952143029754,18.986367776495335,8.96025885919035,11.363327422847222,31.453530997712022,7.670418460605966
000270,40.46719026787369,0.1939199111796897,0.24055535400151004,0.011712365444942745,-0.008427364607401205,0.0033446613517771873,0.10997364443657176,0.03779255913586566,5.779738406447875,1.714677895253734,0.1057543838883343,13.347925992553842,4.719468774679963,0.704329336090482,6.147286533329746,2.573835551292076
000280,1.876728306088105,-0.006666089597151341,-0.03365083731047174,-0.006895654330161496,-0.007427660276724312,0.0009965227423846517,0.577072644896089,0.1795187293972607,3.8349968639034966,1.2679190847281487,0.2635323382814579,10.836278875963718,2.4833978882172336,0.29966998526044364,1.1719540424016193,0.3210878011200479
000294,0.14497092727165684,-0.14087709273926277,-0.026555726245319933,0.0006060063221522223,0.0002163648974262581,-7.182498476607218e-05,2.580781931716942e-07,-0.0011495665203544326,0.0816285065444996,0.02751305636551097,0.03628182836730602,2.8907094403784224,0.6072125007011162,-0.00013843459797199182,0.00035044417541461187,0.0002160596557603594
000298,51.322284520742556,-0.16469635406008357,0.2862398938428396,-0.009996870684052856,-0.006010940499945005,0.001279313958392592,0.008101075549655333,-0.13422213096873925,7.7514360466826915,2.4104890642510375,-0.5973798922916048,15.96615708946559,7.265201584799395,-1.2535286271826305,1.177638381382321,2.1304563867725075
000303,5.604784040816246,-0.03885154857908251,0.019087792369974817,-0.004382089599903792,-0.0038006449753260835,0.004755187843219986,0.3383704913701853,-0.0028956501692790062,1.6351359106404004,0.7731140401712095,-0.10693691992062866,5.132565422425157,1.8354782886703693,0.02621852829833414,0.388304009795011,0.20559289801723699
000335,21.551160079360148,-14.600069249409854,0.04010748227448173,-1.5205975951036208,-0.021400831638925127,-0.00291793646232911,0.8940676703205412,-0.8195385582887028,7.786390826927006,3.447622431542966,-4.568097348351945,24.343842519689836,12.411368764315368,57.375419829894355,172.75863418811508,57.67515750121163
000343,36.135477171510324,-1.410799281526171,-0.15312737491312398,-0.0847978846382976,0.018393985790376956,0.043464356480962626,0.4436538461617564,-0.07908634049052551,28.533158335460808,11.35439216083251,1.7968450562405278,103.98223832428427,34.188832956339446,8.604426201413004,30.831295283525545,12.877791978631855
000356,38.98201650374649,1.5638374847801875,-0.642014016419413,0.053673929494381545,0.012499249426375796,0.019034409589603358,0.001338887656588395,0.04112925087973861,12.05735873527872,3.1680893274892536,0.18573754926984304,32.43886079175423,8.479016905542645,0.08963898033814156,1.3788923650916185,0.8325816910901336
000383,29.510067007607674,0.02238902341159634,-0.13688839038624942,-0.012254440541271623,-0.005307509489930884,0.0023398671639631276,0.13570343909986324,-0.09650180186558786,4.136441532686558,1.507942289932368,-0.10413571005559676,13.113446411991443,3.9137770805624394,8.87330656910339,14.679568267855283,4.281241540454681
000389,12.782853572090676,-0.23034032299446724,-0.18496558749360162,-0.012143541518093933,-0.0038516028312955996,0.007899004495300945,0.009026432139633082,0.007321890355085573,2.121723721850556,0.8659395552720507,-0.05741228058383404,7.195353939829368,2.8288186372255106,-0.16544349283740645,0.14776687548491943,0.21246639425144767
000390,34.255833091895,6.601438417184673,-0.21396574465374923,0.6438708746454689,0.0146246005257403,-0.011704863603631079,0.00585799112038983,0.5136929178905507,21.593523846495117,5.415988765268019,0.30252988637144024,54.87742148816961,15.032985078828348,-77.7182076796747,-60.06128655152705,7.23143812341151
000394,1.8042043122379303,0.005277925953655613,-0.026146260460543046,-2.1525012042969874e-05,-0.006280168359625001,2.594894782447065e-05,2.9610365653400648e-06,-0.010353614336959362,0.25903725287024687,0.12520864326814618,-0.001630772517561097,1.111848493756572,0.5244782806142039,-0.000557267762712011,0.0012256055895231413,0.0009887046934027972
000403,54.1759104526422,-0.5578909606474113,-0.10420944950554957,-0.04864805990092104,-0.0014670585357378582,0.003621974206483133,0.03469091217210407,0.08974383713483955,14.166169300895948,3.1606650777073355,0.44952386513832227,26.64931825046665,7.6991433043762365,17.950125301717403,24.914719842399762,6.996773343998125
000404,0.34782073065747793,0.010128392056913576,-0.011372875139332002,0.00019694468542302292,-0.0020707486795870766,-0.0002094518041852587,2.52322910098272e-07,0.001978490467290582,1.1012373255595653,0.20309477527590167,0.10928057545340977,5.027423935734607,0.9227694650994105,2.499977265863697e-05,0.00039525542584169807,0.00017820846808377642
000407,39.66451523801757,1.0059075843934207,0.23937757053829875,0.051874448884586956,-0.005514398412985675,0.0017541347325602653,0.17703886432137045,0.06157238257261675,3.2244768892451816,1.2579894917981738,1.3784669613428402,10.50764226490164,4.828640881523746,18.824317429110035,59.7922264542337,23.504570795105902
000415,56.94321946688884,-0.47143460651709984,-0.0029966245037825173,-0.0025938347891318538,-0.006610106641452698,-0.0002358131355379027,0.004918027879164167,-0.09965945916072039,7.757420552485231,2.0508771981808285,0.08059698787294964,16.1362982299507,5.780268116332897,-6.133066371664327,-0.7530427460498805,3.0518547662913478
000429,51.98137579330145,0.18550717384747906,-0.25996725541887145,0.002990744615959669,0.0032662302557108632,-0.004593957235266631,0.03376980801128136,-0.04557779265100784,3.6486403997966304,1.4305483071282799,0.303777360521291,12.315296092446589,4.557710284406702,-0.48934124490959924,5.011334591954176,3.7172834449437704
000432,0.009646845883213365,0.00682568542502816,-0.0013117183083471398,0.0006879763716007918,1.820204587680141e-05,-0.00015439024624477117,1.285169618179551e-07,-0.0016478666691224413,0.5666956202039048,0.12561948174841453,-0.11164587576057879,1.1716594849412771,0.7618678068556161,-9.059727269449772e-06,0.0003395149214720871,0.0001776045674577008
