,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
35001,035001,1622661224.885622,0,0,0,0,1,9,18.617488561679707,54.39378267754653,-0.6114205804300354
35002,035002,1589816741.882456,4,4,0,0,0,1,15.236124814063066,59.27774459593454,26.006131202862434
35003,035003,1589900704.225956,4,4,0,0,0,10,15.198395364320044,59.263346787953694,31.238671861767045
35004,035004,1619124559.336694,0,3,0,0,2,5,19.980551962152923,50.0615181439606,-22.73082662758958
35005,035005,1595326011.892763,2,0,0,0,0,13,9.15449104309717,45.45598753880323,59.553212013779856
35006,035006,1589959973.666563,4,0,0,0,0,2,15.221931828633819,59.29339508007946,36.782035281615265
35007,035007,1619686532.559572,0,4,0,0,0,19,19.998228955754563,50.08765341543502,48.98862119876271
35008,035008,1618765957.327679,0,4,0,0,0,17,20.98374624764098,52.23840680859527,3.6023890640385474
35009,035009,1618415983.331709,0,6,0,1,0,21,21.020095314877686,52.223046612953326,13.472512755302205
35010,035010,1597701200.00284,2,4,0,0,2,2,12.384073061444758,41.916892630030695,-32.220307597823776
35011,035011,1619974660.558677,0,6,0,0,0,25,20.95152388607187,52.22793392519681,8.849391814912096
35012,035012,1589959022.552919,4,0,0,0,0,22,15.208744173639184,59.27659596302721,35.01279330475435
35013,035013,1619694644.113128,0,4,0,0,0,14,21.008917097942028,52.23475774349445,51.82481117811426
35014,035014,1618939560.110843,0,2,0,0,0,12,21.041894461292486,52.239431650821956,2.080755562703004
35015,035015,1595433498.332094,2,2,0,0,0,40,9.174091136844245,45.483829731017494,30.04840498124689
35016,035016,1588938189.998822,1,2,0,0,0,10,11.57536456077443,48.142725614189196,58.55947353672662
35017,035017,1601987755.000016,1,2,0,0,0,7,13.758178698525006,51.06268710370122,29.208388714526087
35018,035018,1589885987.993666,4,2,0,0,0,4,15.198893912420827,59.263204155864166,50.76077647363131
35019,035019,1621715120.66796,0,3,0,0,2,3,18.63223660383775,54.39690852367658,-9.300475951666854
35020,035020,1615821768.998164,4,2,0,2,0,28,22.151645792905594,65.58489854528217,6.562194681393876
35021,035021,1600181259.225925,1,2,0,0,0,27,13.326804126155599,52.49145235401891,21.806190040529017
35022,035022,1587633648.663947,4,2,0,0,0,4,15.639844734742182,58.407761601197,41.06580635861292
35023,035023,1605531196.665471,1,6,0,0,0,34,6.954926149124877,50.90377982983437,16.987749810497704
35024,035024,1587732361.663138,4,2,0,0,0,14,15.595070234837157,58.40737029966484,40.3822950424481
35025,035025,1619373959.33085,0,3,0,0,1,32,20.99888199476371,52.23287172241286,-2.380891311781255
35026,035026,1622539831.775923,0,4,0,0,0,22,18.59239950775563,54.408369719145874,54.916614984587625
35027,035027,1619645202.551008,0,1,0,0,2,14,21.0834122622591,52.2397391480507,-21.495548486698098
35028,035028,1620145375.889874,0,4,0,0,0,14,20.995213337793153,52.22743278239079,14.54536058939847
35029,035029,1619049705.55278,0,3,0,0,2,30,19.942965473770034,50.052893016107035,-25.178908894425433
35030,035030,1586873558.995628,1,2,0,0,0,26,11.61589083511123,48.14562302562379,36.57360209808195
35031,035031,1613473352.331198,5,4,0,0,0,16,4.837656473319373,45.75701813899094,31.05899386129304
35032,035032,1587728536.337681,4,2,0,0,0,7,15.649453282046816,58.40243598080363,44.03266585335153
35033,035033,1619041351.334999,0,3,0,1,2,4,19.939503145713353,50.06632251202831,-26.247648469399735
35034,035034,1587702055.554036,4,2,0,0,0,9,15.621499131028505,58.39672280103973,6.646725678407222
35035,035035,1595240339.329409,2,0,0,0,0,25,9.229954481381917,45.481952861555456,60.97653221535779
35036,035036,1605505857.9995,1,3,0,0,2,1,6.959684388393349,50.9208902043374,-9.47971308687012
35037,035037,1619608369.559016,0,0,4,1,0,1,21.288445581918644,52.016677663382836,51.599160548634714
35038,035038,1622580067.88923,0,3,0,0,2,1,18.561188052228633,54.441742629326555,-8.835874806921382
35039,035039,1595573029.887462,2,6,0,1,0,32,9.191196534787748,45.47989219782577,26.622030047661887
35040,035040,1589801935.882321,4,2,0,0,0,7,15.209641904278035,59.27133811968707,49.80266988669994
35041,035041,1622114128.99716,0,2,0,0,0,15,18.622004914819286,54.38343959408093,56.518377840684046
35042,035042,1619117778.218096,0,3,0,0,2,2,19.959236112114542,50.01269952190221,-10.650294243990047
35043,035043,1590681837.775649,4,4,0,0,0,17,12.98491362219275,55.58174320968237,26.56200795131771
35044,035044,1600636535.775573,1,1,0,0,2,6,13.371459373499663,52.5271172688669,-32.86429609246734
35045,035045,1618466978.782051,0,7,0,1,0,8,21.01633667243011,52.22272536674002,22.063466211629688
35046,035046,1585750645.00238,4,2,0,0,0,2,11.976680796893698,57.69845084471039,26.718933799568234
35047,035047,1587654258.885726,4,4,0,0,0,3,15.621061203614854,58.39574989695516,25.558940452073074
35048,035048,1618762202.664029,0,4,0,0,0,33,21.024722114977354,52.23269415908586,12.791809986065886
35049,035049,1589181447.443995,4,2,0,0,0,5,17.652189030783603,59.8496692635881,34.167807717352126
35050,035050,1614929696.442761,5,2,0,0,0,7,5.43965166963249,43.53072455576858,14.487680875030492
35051,035051,1593339453.885191,4,2,0,0,0,7,17.654134310884288,59.85649209902497,52.83953081790277
35052,035052,1614409024.887352,5,0,0,0,0,3,5.396125180862517,43.25020431849915,6.323606164728929
35053,035053,1618766274.999819,0,4,0,0,0,17,20.996589746926208,52.23290737967103,2.886797221881551
