image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
000007,1619693202.106043,0,4,0,0,0,16,20.988164355800656,52.210265254045716,52.451127266868866
000013,1618486561.776342,0,6,0,1,0,10,20.992058528061428,52.24387136236378,46.1520429576821
000018,1618760862.108831,0,4,0,0,0,11,21.021194059953892,52.231419831423146,16.233728705245625
000023,1619632625.219581,0,1,0,0,1,18,21.007922951581268,52.23508070602112,-0.2196815017870506
000050,1619702368.0006,0,4,0,0,0,24,21.015872892911265,52.21608968580066,40.255492169321684
000085,1618503212.335808,0,6,0,0,0,24,20.984694751688735,52.201534061861,11.583548586806643
000096,1618829323.670665,0,2,0,0,0,20,20.99392949173655,52.24178663283768,49.17363604080032
000099,1619596438.336272,0,0,0,0,0,10,20.97790807825352,52.22916098592948,40.653071276893954
000113,1619418695.217603,0,0,0,0,0,15,20.99071800045142,52.225440841114846,28.608226703589267
000151,1619703653.223414,0,4,0,0,0,32,20.986046308023738,52.250828622099114,37.36952746879456
000156,1619517455.888432,0,2,0,0,0,15,20.9870388491097,52.256130130464236,51.1616038821852
000166,1618762209.997482,0,4,0,0,0,27,21.02411832102067,52.232568237052284,12.784395967904146
000167,1618937833.781743,0,2,0,0,0,57,20.9796397406758,52.23661627083083,6.24083473060098
000169,1619704006.329473,0,4,0,0,0,16,20.986864411418235,52.256213064365916,36.640921076198914
000171,1618938079.55256,0,4,0,0,0,35,21.000355423604812,52.24401691236534,5.644593840042916
000181,1619252794.557142,0,2,0,0,0,27,20.96478734608792,52.2332813572285,43.22836477157412
000185,1619702517.336545,0,4,0,0,0,42,21.016241064570828,52.222881559062586,39.996022677458335
000203,1618765264.115767,0,4,0,0,0,25,20.945601647757652,52.224867075043825,5.204263026586247
000208,1619265617.447059,0,2,0,0,0,17,20.95174835353982,52.227490629999046,47.35903538774122
000210,1619521313.778687,0,2,0,0,0,46,21.060506996742443,52.26882203078942,51.47135513540061
000213,1618762512.66918,0,4,0,0,0,18,21.014080930764464,52.23040829340592,12.038220854399242
000223,1619632346.11564,0,1,0,0,0,10,20.986224586522408,52.2305698933316,0.49002851616489806
000225,1619681537.773176,0,4,0,0,0,51,20.92998510199709,52.241212295392714,38.04938266000388
000244,1619520210.893617,0,2,0,0,0,9,21.060868320462852,52.23225548858127,51.852263645985005
000246,1618485663.994148,0,6,0,1,0,14,21.024409215900246,52.238070253096375,46.89151816172976
000247,1619521118.10881,0,2,0,0,0,16,21.044096021767682,52.26290527980349,51.5482684162424
000248,1618760054.662612,0,4,0,0,0,34,21.015449395189087,52.223428734838095,18.264269869632997
000258,1618936091.886651,0,4,0,0,0,31,20.947907857637713,52.23865406790613,10.582274944205395
000263,1618821588.777137,0,2,0,0,0,12,20.994488364895286,52.2487742584617,43.00223922892673
000269,1619683572.105862,0,4,0,0,0,30,21.085759012431094,52.244804594531516,42.46781008284643
000279,1619703469.220056,0,4,0,0,0,18,20.99474196298448,52.24241335654776,37.88588010827224
000287,1618503230.002764,0,6,0,1,0,27,20.983985546869047,52.199451962037635,11.583548586806643
000290,1619423448.003576,0,2,0,0,0,29,20.99476557727478,52.23229110784169,39.58935747382279
000295,1620143057.000339,0,4,0,0,0,29,20.989397616606453,52.2405913787247,20.302376829867626
000296,1619428036.668239,0,2,0,0,0,7,21.01295770470027,52.22594831617726,47.825695362008034
000308,1619263469.443229,0,2,0,0,0,5,20.985796045549368,52.26856084029842,49.65763774560259
000313,1619423699.774017,0,2,0,0,0,14,21.00772548230994,52.235032499382434,40.09675351570357
000330,1618401087.77485,0,6,0,1,0,16,20.977950793149898,52.23965388318781,44.900602236402264
000337,1619248172.114791,0,2,0,0,0,21,20.99773021920142,52.2333710350448,33.59262754276953
000348,1618936213.55518,0,4,0,0,0,41,20.95641383950653,52.23771134351812,10.276619178476125
000355,1619073344.665986,0,4,0,1,0,24,21.106097351743916,52.23683687391795,28.128351631059708
000358,1619703561.55497,0,4,0,0,0,19,20.98814947244023,52.24838342033169,37.6218289580436
000365,1619177338.997925,0,2,0,1,0,11,20.95219670264829,52.23002439053749,49.184118020020016
000372,1619176921.890823,0,2,0,1,0,19,20.988823382011034,52.24040087457369,49.46824684006376
000379,1618490651.779934,0,6,0,1,0,16,21.009450411921385,52.20315096660242,40.600156049235885
000395,1619265443.444042,0,2,0,0,0,37,20.962387562918124,52.23298509446637,47.56167081497165
000397,1619703504.887279,0,4,0,0,0,44,20.99294728755214,52.24294943418403,37.729607664042796
000402,1619681573.440444,0,4,0,0,0,3,20.933359500023922,52.24121564493192,38.04938266000388
000406,1618936062.219513,0,4,0,0,0,27,20.947071258572517,52.23873440569264,10.73367925298885
000409,1619632378.549489,0,1,0,0,0,17,20.989256311010475,52.23118765486929,0.3810156509034641
000413,1619702338.000045,0,4,0,0,0,42,21.01825224767171,52.21274505186876,40.357683976770446
000418,1619427859.665318,0,2,0,0,0,17,21.005367897411244,52.22842471373547,47.58777371471901
