,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
20001,020001,1620139312.328564,0,4,0,0,0,30,20.984364296671572,52.22999083918627,29.866520030648317
20002,020002,1620111539.109547,0,2,0,0,0,9,20.978326907358934,52.229068764988604,34.640649524019885
20003,020003,1618425337.222833,0,6,0,1,2,1,21.000622940314944,52.2449154783897,-9.355913439011957
20004,020004,1588940188.994616,1,2,0,0,0,23,11.582775981978932,48.13111469582642,56.483733928489414
20005,020005,1618486994.11012,0,6,0,1,0,13,19.925528598375355,50.045594815310324,48.02058515635864
20006,020006,1590674103.884495,4,2,0,0,0,21,12.988585426812,55.59409352786081,43.85864052889072
20007,020007,1587637888.328026,4,2,0,0,0,4,15.64494032239215,58.3931615860252,44.29125481689398
20008,020008,1606391210.671563,1,0,0,0,0,13,6.896137809363067,50.99471538311435,17.664105084577542
20009,020009,1622440544.77972,0,2,0,0,0,13,18.62755608816068,54.33025894996419,28.15806898318659
20010,020010,1587722138.773668,4,4,0,0,0,6,15.65163769512943,58.39693452046707,43.42988925986827
20011,020011,1589819820.329228,4,4,0,0,0,4,15.220529307604563,59.283223047109864,19.413270290492292
20012,020012,1590660437.667812,4,2,0,0,0,5,12.970461101897047,55.59670542343029,54.33630876920243
20013,020013,1622894072.670253,0,0,0,0,0,9,18.594653184824896,54.3771696264462,55.687803263080085
20014,020014,1614153984.1065,5,0,0,0,0,17,5.404963890796364,43.3170343080102,16.803349073067636
20015,020015,1588663554.221992,4,2,0,0,0,10,17.655896495249007,59.8564896639273,33.7142773507311
20016,020016,1587703333.336986,4,2,0,0,0,0,15.622321658866227,58.39243182742986,9.438759697901887
20017,020017,1588928486.337249,1,2,0,0,0,25,11.574982551964792,48.157488749551234,49.51994113766462
20018,020018,1593075852.780341,4,0,0,0,0,16,17.597984109031916,59.87275645780124,48.87120580478051
20019,020019,1619030859.333537,0,3,0,0,2,4,19.894884550540855,50.07120724375538,-9.689811481642025
20020,020020,1590561873.994622,4,2,0,0,0,8,13.019740339500776,55.5889357898674,31.446958960467953
20021,020021,1595425194.222675,2,2,0,0,0,36,9.22134292773417,45.49501536509003,53.17633421397677
20022,020022,1618491734.998708,0,6,0,1,0,4,21.016890603851127,52.23977642214336,38.59663274930211
20023,020023,1622628749.1114,0,2,0,0,0,21,18.598120939321937,54.382031009759096,57.37102340997911
