,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
10001,010001,1602702245.552523,1,6,0,1,2,21,8.660323432704905,50.10836001087394,-24.686426700462533
10002,010002,1590561852.66096,4,2,0,0,0,8,13.019864250160115,55.58938411059868,31.446958960467953
10003,010003,1590585937.892556,4,4,0,0,0,7,13.0001246508581,55.60081824336032,47.202237178471805
10004,010004,1619649301.217677,0,3,0,0,2,21,20.941382213697192,52.23290023054922,-23.01456297601422
10005,010005,1605531020.329176,1,6,0,0,0,16,6.946929072995206,50.91449477586511,17.16617003521037
10006,010006,1587029180.44099,1,0,0,0,0,13,11.561636643120258,48.12113418480266,46.16951500328537
10007,010007,1633947925.77225,3,2,0,0,0,13,19.094800164106392,47.50837097068277,35.154927892700904
10008,010008,1602074880.333786,1,2,0,0,0,24,8.643627017570125,50.107268200066976,30.263855262271917
10009,010009,1621099424.773969,0,2,0,0,0,6,18.569751775215817,54.44425249455203,9.878560446815925
10010,010010,1588941766.775067,4,2,0,0,0,7,17.644995517759344,59.861242865411825,42.67370614827677
10011,010011,1621165984.334986,0,6,0,0,0,21,18.614658213334124,54.37629982249539,52.427476129196016
10012,010012,1618953368.552954,0,3,0,0,2,1,19.96240514949768,50.04205554403731,-25.233027456466246
10013,010013,1590685567.000468,4,2,0,0,0,23,12.99101196987603,55.580854897092124,17.75670583873972
10014,010014,1621095870.779585,0,2,0,0,0,5,18.60910366600945,54.32646184057812,18.05386112090052
10015,010015,1590682594.220848,4,4,0,0,0,7,13.026445523711002,55.60111110844684,24.688393003374998
10016,010016,1618475790.773017,0,6,0,1,0,25,19.923687735185542,50.05908804710052,42.471932856946985
10017,010017,1622541071.329966,0,4,0,0,0,12,18.571522133951063,54.44175932501215,56.24752041317502
10018,010018,1602331678.662553,1,2,0,0,0,36,8.639279402605043,50.12163565855788,31.56236053588293
10019,010019,1590674389.222395,4,2,0,0,0,9,13.011016041311533,55.5998452492696,43.354307463567864
10020,010020,1605867280.112569,1,2,0,0,0,19,6.9565120844146895,50.93524131735669,17.805967598281427
10021,010021,1633975718.775729,3,4,0,0,2,12,19.040222802501834,47.52789526932104,-22.060175555947055
10022,010022,1622458560.556772,0,0,0,0,0,38,18.602497874419964,54.378213607880305,57.58652393132397
10023,010023,1605527538.669753,1,2,0,0,0,19,6.957398627058222,50.93515474785114,19.65526569024857
10024,010024,1605531503.003987,1,6,0,0,0,13,6.970020297043198,50.90861734387939,16.65581166577843
10025,010025,1602487067.560122,1,2,0,0,0,3,8.67000694471035,50.12896997149006,13.302598616326122
10026,010026,1602488461.778378,1,2,0,0,0,15,8.690767081098505,50.10032191826973,16.466732955948345
10027,010027,1602242393.000937,1,6,0,1,0,16,8.691875186838335,50.117503841891306,33.1717740691014
10028,010028,1605864204.995809,1,2,0,0,0,3,6.980539517036695,50.94958818449194,14.832204772393624
10029,010029,1602746896.776673,1,6,0,0,0,15,8.694506833501146,50.13209918278396,13.889360347110838
10030,010030,1590563762.223981,4,2,0,0,0,21,12.975663393254129,55.59816664208481,35.85251089411001
10031,010031,1605534188.782974,1,6,0,0,0,15,6.946964375227008,50.91496922861691,13.096610013156052
10032,010032,1586335495.670959,1,0,0,0,0,31,11.575021519674564,48.16057368515197,38.43326896205854
10033,010033,1602837389.776054,1,4,0,0,0,8,8.668547914898356,50.100572126642845,21.866979621670694
10034,010034,1619463604.780662,0,3,1,0,2,7,21.017449402464734,52.15119008180557,-9.390497939996933
10035,010035,1618476626.782959,0,6,0,1,0,3,19.93991872593047,50.05481911983705,43.97337879642234
10036,010036,1606155954.10668,1,3,0,0,2,6,7.055915375830236,50.88830630239298,-26.278065204068326
10037,010037,1621165940.66776,0,6,0,0,0,13,18.614816523468733,54.376522819478936,52.493436670095804
10038,010038,1602331780.3308,1,2,0,0,0,15,8.646545836363345,50.11608906149322,31.459055660205408
10039,010039,1605545565.774443,1,4,0,0,2,12,6.96060399678473,50.91850610536518,-10.924341513167079
10040,010040,1622114174.664691,0,2,0,0,0,15,18.62252877934546,54.387614688712624,56.47941777481746
10041,010041,1614004864.549715,5,4,0,0,0,9,5.370190149455575,43.314419412131386,24.517036843339085
10042,010042,1590563975.660732,4,2,0,0,0,6,12.964284173470496,55.58834803178621,36.32791053517076
10043,010043,1588937094.216524,1,2,0,0,0,3,11.579128674576431,48.14937389317049,59.13697012605479
10044,010044,1605505407.559255,1,3,0,0,2,12,6.950297668365771,50.89623328675833,-10.572764430874457
10045,010045,1614928823.661651,5,2,0,0,0,26,5.434005662282256,43.51919196500763,12.092150341872298
10046,010046,1619033034.891716,0,3,0,1,2,11,19.94592062819261,50.053714255022626,-14.349079190372208
10047,010047,1633958342.22272,3,2,0,0,0,10,19.107447529864483,47.494912274549186,23.653422666792878
10048,010048,1602490223.999462,1,2,0,0,0,28,8.650547419643548,50.08333917816593,20.141134668696438
10049,010049,1605522360.113139,1,4,0,0,0,5,6.9535984347935615,50.93522678094111,19.208170607263398
10050,010050,1590683372.66644,4,4,0,0,0,5,12.991808916878929,55.608119698789665,22.83586364415764
10051,010051,1618578846.110551,0,7,0,1,0,27,19.944065544293316,50.055157955226164,39.33752284646179
10052,010052,1620043332.557989,0,2,0,0,0,6,19.940680526406098,50.05082829699886,51.85500044330549
10053,010053,1618499315.671843,0,8,0,1,0,9,19.92403726444274,50.07051042289465,22.562212349617184
10054,010054,1619036023.995587,0,3,0,0,2,9,19.954680569447785,50.04750032155133,-19.852663850561726
10055,010055,1619032222.782051,0,3,0,0,2,7,19.93918349513999,50.050856999957176,-12.692907193222837
10056,010056,1589900349.887148,4,4,0,0,0,13,15.221107772882435,59.27505452834636,31.964709956739675
10057,010057,1589187323.223409,1,4,0,0,0,10,11.597926316680086,48.135463623573635,49.40257675958201
10058,010058,1590578913.882163,4,4,0,0,0,17,13.010659336755877,55.59987468298674,55.63682861853713
10059,010059,1602243931.555911,1,6,0,1,0,15,8.660193903431065,50.107108533358954,32.75112227650746
10060,010060,1602840979.99954,1,4,0,0,0,11,8.672400673206722,50.11184352163509,27.169370328854207
10061,010061,1590577057.886737,4,4,0,0,0,8,13.002787204136386,55.60127399912021,55.858505006116
10062,010062,1618495548.554204,0,8,0,1,0,4,19.91978511641591,50.071788421897054,32.12100563092002
10063,010063,1623185672.669068,0,3,0,0,2,3,17.031044573678315,51.09823298313886,-11.524394644106877
10064,010064,1605515144.887287,1,2,0,1,0,9,6.989138272111712,50.91887083007833,10.714553047862225
10065,010065,1588927980.33166,1,2,0,0,0,28,11.573163651377273,48.18018302052003,48.43915208098795
10066,010066,1622106544.106003,0,2,0,1,0,24,18.613691020790863,54.37533628414058,52.606388428290664
10067,010067,1620043450.226389,0,2,0,0,0,10,19.94550762411045,50.05619266500231,51.66724428539877
10068,010068,1602409559.666754,1,2,0,0,0,5,8.669402209203055,50.12979481908278,29.465922582467684
10069,010069,1613830720.110932,5,0,0,0,0,9,5.376398504631719,43.304448977639844,26.81155601687835
10070,010070,1618499153.33623,0,8,0,1,0,15,19.923271001711484,50.06763630155622,23.009351101879005
10071,010071,1602413858.331844,1,2,0,0,0,7,8.671696868158431,50.113349159256714,32.36959229927137
10072,010072,1618582145.889004,0,6,0,1,0,33,19.93183756419975,50.050027947705665,31.788225978324796
10073,010073,1602241989.662079,1,6,0,1,0,6,8.677660957030552,50.11015275769397,33.20504277861179
10074,010074,1590682351.883759,4,4,0,0,0,24,13.020021392950143,55.58939646925183,25.25410487246579
10075,010075,1590661071.777624,4,0,0,0,0,19,13.018301098735773,55.57700162338351,54.903925376783384
10076,010076,1618468653.442137,0,7,0,1,0,27,20.983672859481707,52.198385364195815,26.18670080440473
10077,010077,1587742318.219753,4,2,0,0,0,11,15.609027362440157,58.40910567347075,22.406955625043025
10078,010078,1595407276.109423,2,0,0,0,0,58,9.22363394584119,45.48392777048062,47.14812257635578
10079,010079,1587023305.443849,1,2,0,0,0,13,11.557127979455114,48.25894913636979,32.98558126237959
10080,010080,1618417464.115563,0,4,0,0,0,14,19.92938079266071,50.07588938039473,10.213043241804641
10081,010081,1589193572.004426,1,6,0,0,0,20,11.583388646162286,48.118943044313944,59.39865099316097
10082,010082,1595350608.443029,2,0,0,0,0,28,9.233704013723264,45.486128035733245,20.0132339729076
10083,010083,1605864866.439854,1,2,0,0,0,17,6.972586148572758,50.93982582191555,15.616847521148557
10084,010084,1590684568.88498,4,2,0,0,0,28,13.011212079405864,55.60362984046735,20.03470439926882
10085,010085,1633974605.446294,3,4,0,0,2,8,19.027930412677666,47.503156131052144,-18.97566854188902
10086,010086,1605508092.334852,1,3,0,0,1,14,6.960352392893303,50.91832406050397,-3.8995419581216026
10087,010087,1605885741.112906,1,2,0,0,0,27,6.941740183803098,50.941716255189796,1.5347492670558864
10088,010088,1586873249.558793,1,2,0,0,0,4,11.615450943033974,48.13107126255405,37.33561558257862
10089,010089,1590683496.0017,4,4,0,0,0,9,12.999171153827804,55.60829830232315,22.615565265292318
10090,010090,1605532844.226826,1,6,0,0,0,31,6.943327797077386,50.94537269496115,14.995357064995318
10091,010091,1618652559.447584,0,4,4,1,0,2,20.991298247042216,52.327165730254386,47.06874753777242
10092,010092,1595410609.33165,2,0,0,0,0,28,9.230086794861789,45.4690716694837,55.495724177599286
10093,010093,1614938867.665037,5,2,0,0,0,10,5.438903536165139,43.527790428784485,35.586583709581866
10094,010094,1602323682.112984,1,4,0,0,0,10,8.704081048127481,50.09940015686273,30.4639218705681
10095,010095,1618496434.999449,0,8,0,1,0,7,19.94576726564373,50.05655277449135,29.908748730291343
10096,010096,1605534828.560472,1,6,0,0,0,31,6.961347453727878,50.91407729669229,12.145070788134603
10097,010097,1618482313.336332,0,6,0,1,0,35,21.048913807839256,52.17382999422036,47.86168784001188
10098,010098,1619684451.887198,0,4,0,0,0,2,21.13339926339863,52.209790819440386,44.14683249508964
10099,010099,1618510938.336038,0,6,0,0,2,31,21.113582709037978,52.236903576787206,-7.380451457533155
