,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
1,000001,1619520686.001497,0,2,0,0,0,22,21.043137452078366,52.249511324442636,51.72383270657507
20,000020,1618655050.554129,0,4,0,0,0,52,21.01548838219623,52.22311252491722,48.50787622144094
21,000021,1618491591.662875,0,6,0,1,0,0,21.020255997569194,52.23216027043012,38.94079874330568
60,000060,1619264456.22702,0,2,0,0,0,33,20.989473533093015,52.2468018431085,48.77367149999146
65,000065,1618829607.775581,0,2,0,0,0,12,20.982696855198423,52.25526799893788,49.08531013958546
74,000074,1618398836.669937,0,6,0,1,0,15,20.982832480238734,52.25523518786923,46.84292865965483
81,000081,1620143334.438575,0,4,0,0,0,21,20.966997367163465,52.233776869365954,19.703607746830897
83,000083,1619701926.226118,0,4,0,0,0,19,21.02303687276159,52.205273563866356,41.143793168401
93,000093,1618466825.446343,0,7,0,1,0,7,21.01709398171435,52.217548706198485,21.765566834849324
95,000095,1618468650.775378,0,7,0,1,0,25,20.983749854876784,52.19860609699936,26.18670080440473
119,000119,1619699855.223111,0,4,0,0,0,34,21.012378180445133,52.17409275662105,45.26402693829109
124,000124,1618473632.558084,0,6,0,1,0,34,20.987003483062185,52.23070744022188,37.329037819889216
165,000165,1619520276.99466,0,2,0,0,0,32,21.055638824159928,52.231973166021966,51.84044522768616
184,000184,1618824890.66277,0,2,0,0,0,24,20.92876079762061,52.264477220602025,47.36159849191788
187,000187,1618467711.560289,0,7,0,1,0,21,21.01724891930523,52.23112833844654,23.849669702731532
198,000198,1619513937.115156,0,2,0,0,0,32,20.93927187394397,52.2778548815036,47.32496368104921
202,000202,1619702248.331871,0,4,0,0,0,59,21.02063226550335,52.21149448319607,40.51048789347493
205,000205,1619702800.774894,0,4,0,0,0,21,21.00918608010065,52.23426789087912,39.31798032408522
218,000218,1619683383.336063,0,4,0,0,0,20,21.070320255046465,52.241903552490356,42.098697581057976
221,000221,1619633590.666709,0,1,0,0,1,5,20.985410764939065,52.26884686190838,-2.7290342628686233
228,000228,1618821372.77465,0,2,0,0,0,17,20.989199151433635,52.247159287392584,42.66811723099661
230,000230,1618654683.114701,0,4,0,1,0,32,21.007811789772706,52.236182409299595,48.40664324476731
252,000252,1619068728.662331,0,6,0,1,0,12,21.024987586543524,52.24165281738055,16.449362174256436
275,000275,1619594913.113245,0,0,0,0,0,18,20.93607260469177,52.239751615567734,37.297256808255604
277,000277,1618758991.446147,0,2,0,0,0,26,20.929754662907296,52.223220145963765,21.050619873395902
278,000278,1619683040.997167,0,4,0,0,0,36,21.02109869728087,52.2316609404359,41.38097310543878
286,000286,1619523330.445682,0,2,0,0,0,11,21.038228621532475,52.25626267472265,49.95186460046123
292,000292,1618504366.889065,0,6,0,0,0,23,21.012282215257173,52.17393692411085,8.741342601074152
293,000293,1618397323.77749,0,6,0,1,0,39,20.972229233707065,52.236975022470766,47.44274735464248
301,000301,1619942538.778601,0,6,0,0,0,14,21.070221048550987,52.24187197135012,42.833026352082214
307,000307,1618829053.666033,0,2,0,0,0,25,20.99940588179064,52.23177040534664,49.22596398651054
312,000312,1618494039.778427,0,6,0,1,0,11,21.037392763259856,52.26129631326283,33.91070508552826
316,000316,1618759316.884446,0,2,0,0,0,9,20.95877934085762,52.22796179684915,20.275948541505315
323,000323,1618759999.661807,0,4,0,0,0,22,21.01311855142023,52.22725821339245,18.424988945739898
324,000324,1619784758.333187,0,2,0,0,0,22,20.939570518769862,52.239609605670886,48.008269854825315
336,000336,1618762597.337303,0,4,0,0,0,38,21.00196779707887,52.22794343011216,11.891281337810383
349,000349,1619513932.448402,0,2,0,0,0,28,20.939182436983597,52.27755586244379,47.32496368104921
350,000350,1619632667.886818,0,1,0,0,1,8,21.014043641568847,52.236267664582584,-0.2196815017870506
376,000376,1619427781.997344,0,2,0,0,0,33,21.004131327465682,52.23068825687343,47.4840134644015
381,000381,1618760089.329853,0,4,0,0,0,18,21.015859704338876,52.2218302069713,18.264269869632997
382,000382,1618486200.670044,0,6,0,1,0,24,21.0072038629227,52.23769507582987,46.47439804843461
392,000392,1619523745.886216,0,2,0,0,0,18,21.00828139821408,52.24625065154698,49.53072185939724
417,000417,1618826040.115046,0,2,0,0,0,16,20.9615622099465,52.25894283549337,48.376100048396154
424,000424,1620140051.105788,0,4,0,0,0,18,21.01790366629084,52.23700724041271,27.896080483026424
430,000430,1619427367.223736,0,2,0,0,0,18,20.984925734848375,52.23016967224542,46.862979170378566
454,000454,1618657485.778593,0,4,0,1,0,4,21.006983722616418,52.248360868508975,48.1644011419863
461,000461,1618383876.55788,0,6,0,1,0,20,20.988225832374162,52.230997997873054,29.728700959057825
