,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
40001,040001,1607259692.448915,1,4,0,1,0,12,7.474791880221546,51.51179007359635,12.764758917259286
40002,040002,1600179775.000962,1,2,0,0,0,16,13.336424739313532,52.50044857801533,25.08426121140434
40003,040003,1601983244.89227,1,4,0,0,0,12,13.758591328694031,51.062659078864876,33.08694500793611
40004,040004,1595409084.439674,2,0,0,0,0,32,9.160016816932181,45.478784921725925,51.82379924588352
40005,040005,1607338229.331239,1,4,0,1,0,3,8.802903253504924,53.07181832041128,14.043669686233741
40006,040006,1597437151.993701,2,1,0,0,2,3,12.381941014342692,41.94177393780572,-22.877426812091457
40007,040007,1618500306.55262,0,6,0,1,0,22,20.977886727428608,52.21281907157062,18.939555278348863
40008,040008,1618499933.112771,0,6,0,1,0,17,20.996394728865937,52.2266622072716,19.953713062413925
40009,040009,1590667748.883465,4,2,0,0,0,8,12.994837003814466,55.58024611050955,54.07941301011239
40010,040010,1597785682.779742,2,3,0,0,2,3,12.381888972973556,41.94361603196334,-29.72544525175735
40011,040011,1622112328.000418,0,2,0,0,0,8,18.67017722229993,54.34981379796875,57.102158927485775
40012,040012,1618488118.669737,0,6,0,1,0,16,20.956037026931885,52.23122974590639,44.49328301751597
40013,040013,1597055722.997426,2,0,0,0,0,6,12.493782909821432,41.91093053359049,61.943580168945445
40014,040014,1600180281.109489,1,2,0,0,0,29,13.329302340338037,52.50039873395118,23.9515379105447
40015,040015,1614928929.663413,5,2,0,0,0,12,5.435118392965505,43.51751874736669,12.377976255323574
40016,040016,1623091303.439731,0,0,0,0,0,1,18.568029730801793,54.39356006536999,3.4113848496115082
40017,040017,1588835860.882447,4,0,0,0,0,3,17.635566962555437,59.84796458128378,33.22161641487697
40018,040018,1587639184.448942,1,0,0,0,0,16,11.578867564319554,48.294049709443584,54.41390501066633
40019,040019,1588977368.114942,4,3,0,0,2,0,17.622018546624254,59.859342604975076,-12.432626936019233
40020,040020,1600084419.112984,1,0,0,0,0,29,13.414377517931346,52.49864980778069,39.31652478628119
40021,040021,1601982267.00138,1,4,0,0,0,18,13.753320642715849,51.0444049555863,33.368025548121864
40022,040022,1622620178.775009,0,0,0,0,0,15,18.593363774203727,54.3790407390031,44.27447592268881
40023,040023,1592987990.445527,4,0,0,0,0,15,17.688732683133544,59.85792316685784,46.80461739055469
