image_id,pred_obj,true_obj,iou,occolusion_ratio
000006,27505,27.0,0.8634,None
000012,32949,14.0,0.8949,None
000017,31338,12.0,0.5658,Medium
000017,31337,20.0,0.2662,None
000017,31336,17.0,0.6321,Medium
000017,31339,14.0,0.5447,Medium
000017,31333,8.0,0.8848,None
000017,31332,15.0,0.8835,Light
000017,31331,24.0,0.6816,Medium
000017,31330,13.0,0.888,None
000024,13270,34.0,0.8629,Medium
000024,13269,36.0,0.239,Heavy
000024,13266,41.0,0.5823,Light
000025,5356,35.0,0.7545,VeryHeavy
000025,5354,24.0,0.7674,Light
000025,5353,52.0,0.9436,None
000025,5352,39.0,0.5816,Light
000025,5351,32.0,0.9345,Light
000025,5349,38.0,0.9168,Light
000025,5355,54.0,0.6151,Heavy
000027,484,29.0,0.8238,Light
000027,485,17.0,0.8021,Light
000027,489,11.0,0.6146,Light
000027,486,12.0,0.7931,Light
000032,14774,27.0,0.9042,None
000032,14775,23.0,0.8646,None
000032,14776,29.0,0.9137,None
000032,14781,31.0,0.269,VeryHeavy
000033,20134,42.0,0.8479,Light
000033,20136,29.0,0.7602,None
000036,19960,31.0,0.7193,None
000036,19961,32.0,0.3754,Heavy
000036,19963,34.0,0.8422,Light
000036,19962,33.0,0.4673,Medium
000036,19958,30.0,0.8894,VeryHeavy
000037,18567,22.0,0.8836,None
000037,18568,44.0,0.9347,None
000037,18569,29.0,0.9296,None
000037,18570,31.0,0.9093,None
000037,18571,36.0,0.9337,None
000037,18572,42.0,0.9335,None
000037,18583,40.0,0.6799,Light
000037,18576,25.0,0.6973,Light
000037,18577,39.0,0.6238,Light
000037,18574,38.0,0.5225,Medium
000037,18573,26.0,0.7935,None
000043,20419,6.0,0.8108,None
000043,20418,17.0,0.9117,None
000068,13823,27.0,0.5617,Medium
000068,13822,22.0,0.9029,None
000068,13821,19.0,0.8176,Light
000068,13819,26.0,0.9104,None
000068,13820,21.0,0.9253,None
000070,4334,13.0,0.8843,None
000091,33207,26.0,0.9638,None
000103,25648,35.0,0.7034,None
000125,20550,30.0,0.862,None
000125,20551,29.0,0.7086,None
000125,20548,28.0,0.8938,None
000125,20549,23.0,0.9495,None
000134,17482,10.0,0.7276,Heavy
000134,17488,19.0,0.7077,Heavy
000134,17487,20.0,0.6284,Medium
000134,17486,24.0,0.8735,Light
000134,17485,8.0,0.9484,None
000134,17484,17.0,0.9374,None
000134,17483,22.0,0.9574,None
000155,14307,17.0,0.7549,Heavy
000155,14306,30.0,0.7737,Medium
000155,14305,11.0,0.6351,Medium
000155,14303,33.0,0.867,None
000155,14304,8.0,0.7316,Medium
000160,32638,37.0,0.7371,Medium
000160,32629,46.0,0.9185,Light
000160,32637,44.0,0.6864,Medium
000160,32631,34.0,0.7718,Light
000160,32635,38.0,0.6837,Light
000160,32636,35.0,0.5019,Medium
000160,32640,41.0,0.7644,Medium
000214,17600,53.0,0.3714,Heavy
000214,17599,34.0,0.6774,Heavy
000214,17598,55.0,0.5693,Medium
000214,17593,51.0,0.8701,None
000214,17596,35.0,0.6787,Medium
000214,17594,45.0,0.899,None
000214,17592,40.0,0.934,None
000214,17603,43.0,0.2949,Heavy
000214,17597,38.0,0.5358,Heavy
000214,17602,27.0,0.7812,Light
000215,31808,41.0,0.8755,None
000215,31809,27.0,0.7492,Light
000215,31810,40.0,0.8253,Light
000215,31811,35.0,0.8439,Light
000215,31813,39.0,0.5827,Light
000215,31814,28.0,0.5644,Medium
000217,21955,20.0,0.9083,None
000217,21954,41.0,0.9134,None
000217,21953,29.0,0.8735,Light
000217,21952,26.0,0.8899,Medium
000217,21957,27.0,0.785,Medium
000217,21956,25.0,0.9458,Light
000217,21951,31.0,0.8831,None
000219,7994,5.0,0.9198,None
000219,7995,21.0,0.7145,Light
000219,7997,17.0,0.5973,Light
000219,7998,13.0,0.8928,Light
000219,8000,22.0,0.5974,Heavy
000219,8001,14.0,0.8624,Light
000219,8002,19.0,0.9046,Light
000219,7996,9.0,0.4823,Light
000220,9119,30.0,0.9148,Light
000220,9126,38.0,0.4712,Medium
000220,9125,40.0,0.7099,Light
000220,9124,43.0,0.8109,Light
000220,9121,44.0,0.8571,Light
000234,13704,19.0,0.5136,Medium
000234,13705,20.0,0.8422,Light
000234,13706,42.0,0.6353,Medium
000234,13707,37.0,0.7394,VeryHeavy
