image_id,pred_obj,true_obj,iou,occolusion_ratio
000004,25425,29,0.9298,Light
000004,25431,11,0.6326,Medium
000004,25430,33,0.8507,Light
000004,25424,40,0.8814,None
000004,25428,12,0.6375,Light
000005,13154,14,0.0153,None
000005,13157,11,0.8633,None
000005,13152,7,0.8931,Medium
000005,13151,14,0.7286,None
000005,13150,6,0.7863,Medium
000005,13149,13,0.8768,None
000008,13526,30,0.8503,None
000010,14750,0,0.0,Light
000010,14752,45,0.7211,Light
000010,14754,34,0.8393,None
000010,14751,44,0.9318,None
000010,14749,50,0.8179,None
000010,14748,0,0.0,Light
000029,25133,10,0.1706,None
000029,25134,26,0.6174,Medium
000029,25135,37,0.92,None
000029,25136,28,0.9285,None
000029,25137,34,0.8982,Light
000029,25138,38,0.8734,Light
000029,25139,35,0.7893,Medium
000039,3506,8,0.6407,Medium
000039,3508,10,0.5905,Medium
000039,3505,7,0.8804,None
000039,3507,8,0.3513,Medium
000039,3504,13,0.9416,None
000044,21989,47,0.9181,Light
000044,21991,45,0.8087,None
000044,21993,49,0.8241,Light
000044,21988,32,0.9352,None
000045,29209,34,0.9369,Light
000045,29208,13,0.9174,None
000045,29211,22,0.8899,None
000045,29210,24,0.8223,None
000049,709,28,0.9124,Light
000049,710,29,0.8842,None
000049,716,25,0.0274,Light
000049,711,25,0.8809,Light
000052,15383,13,0.8367,Light
000052,15384,17,0.8512,None
000075,17866,24,0.8384,None
000075,17873,9,0.0133,Light
000075,17863,22,0.9155,None
000075,17867,25,0.8074,Light
000075,17868,25,0.0383,Light
000075,17869,29,0.8018,None
000075,17870,18,0.0217,None
000075,17865,30,0.8102,None
000075,17864,27,0.9033,None
000075,17872,28,0.5739,None
000077,1060,31,0.6671,VeryHeavy
000077,1059,22,0.7735,Light
000077,1058,14,0.9209,Light
000077,1057,33,0.8208,Medium
000077,1056,24,0.8759,Light
000077,1061,34,0.9191,None
000094,7558,11,0.9,None
000094,7560,9,0.8775,None
000094,7561,7,0.5168,Medium
000094,7562,10,0.8346,None
000094,7563,12,0.6525,Light
000101,21222,23,0.9315,None
000101,21223,14,0.9067,None
000101,21225,25,0.9286,None
000101,21229,17,0.4334,VeryHeavy
000108,22814,35,0.8925,None
000108,22812,16,0.7161,Light
000108,22810,24,0.9218,None
000108,22809,21,0.9572,None
000108,22811,25,0.9041,None
000111,11495,7,0.8363,None
000111,11494,15,0.9312,None
000111,11503,10,0.7671,Medium
000111,11506,6,0.6736,None
000111,11500,14,0.9085,None
000126,28391,46,0.8336,Light
000126,28390,45,0.9381,None
000131,2151,28,0.8149,Heavy
000131,2146,24,0.7449,Light
000131,2139,31,0.9277,None
000131,2145,15,0.7917,Medium
000131,2143,27,0.8896,None
000131,2142,26,0.9449,Light
000131,2141,23,0.8424,None
000131,2140,19,0.8991,None
000131,2148,21,0.8198,Medium
000131,2144,0,0.0,None
000136,10539,14,0.8533,None
000139,14453,61,0.5881,Medium
000139,14452,35,0.6687,Medium
000139,14450,65,0.6403,Medium
000139,14449,55,0.4634,Heavy
000139,14445,34,0.8485,None
000139,14447,45,0.8098,Medium
000139,14446,58,0.9101,Light
000139,14444,42,0.4836,Medium
000139,14443,53,0.8771,Light
000141,17918,16,0.8738,Light
000141,17916,14,0.8882,None
000141,17915,0,0.0,None
000142,32629,27,0.8808,Heavy
000142,32638,29,0.3593,None
000142,32623,45,0.8519,None
000142,32624,39,0.7323,None
000142,32635,37,0.714,Medium
000142,32634,34,0.8519,Light
000142,32627,33,0.9578,None
000142,32632,26,0.7991,Light
000142,32625,38,0.3021,Heavy
000142,32626,36,0.8063,Light
000143,12549,7,0.8727,Medium
000143,12548,10,0.9056,None
000143,12547,13,0.8508,Medium
000150,28281,14,0.7785,None
000150,28282,40,0.884,None
000150,28283,31,0.6679,None
000150,28285,18,0.8686,None
000150,28289,19,0.3539,None
000150,28290,19,0.0502,None
