,image_id,pose_x,pose_y,pose_yaw,pose_pitch,pose_roll,speed_var,mean_jerk,max_jerk,st_jerk,mean_angular_acc,max_angular_acc,st_angular_acc,mean_lateral_acc,max_lateral_acc,st_lateral_acc
15,000015,34.44547070105783,-0.14220167641952877,0.045019981539299744,0.011003607694920451,-0.024198002993766423,0.04513511390401536,0.14817880992941443,16.30717467412807,4.299208304857735,0.8541662698905024,35.846403183914916,14.357478113355311,-1.057572876087746,2.425845528913709,2.440166131116562
40,000040,34.75905813833439,0.1646324040811312,-0.2837868117931276,0.0016296809573245886,0.007621615749312285,0.017988338694239193,-0.2070666401911873,10.02497467188227,3.9026932949096786,-0.18167329733389634,28.74110370668653,11.68416612317816,26.422198030090737,50.06762977140525,14.391584781158333
41,000041,52.56274288057832,-0.18840213376729653,-0.03236075750277217,0.009476164060862725,0.03585354971826485,0.0012167194359242774,0.04775861089520116,31.075010194471577,8.064863562884971,-1.558823797257094,72.10451068471848,25.244143424361127,-3.991307387977109,9.125697978630095,6.380898236909638
42,000042,0.0036563339025561326,-0.006671659610049082,-0.0005256752218033371,-5.452766882421658e-05,-0.0002932002924530977,2.442187459723458e-07,0.018764591735654895,0.9625013101352682,0.19841740820312107,-0.09112041233375882,0.9221821904585793,0.7349199259458431,-1.0608968904592043e-05,0.00023565959268842998,9.604920708593353e-05
53,000053,75.7070352065751,0.12033218045610188,0.0404855058330975,-0.009121001406364158,0.005584238837724027,0.033689550597442414,-0.16147246043382757,30.0482621208777,6.825797728301759,0.5821197635189176,59.180911420474715,17.57329836930952,-2.3939822588056954,1.4355589724841071,2.6291755226343816
61,000061,37.637339176657115,0.07658869045155575,0.09306905753784994,-0.0012603090914287203,-0.008415404145832509,0.019743888541784573,0.07720579013319934,9.510254399697807,2.1053849245385483,-0.29771024090221415,16.350309847652326,5.067104737923957,-17.44787457817001,-6.540246200009375,4.224383959905206
66,000066,38.12516082854709,-0.37406628381083784,0.009432226234748823,0.005856321265113237,-5.32683227052103e-05,0.014674908605295033,0.059384445937979424,10.641349302818933,4.375818865481388,-0.569134290589248,44.390955188519214,14.107132225749654,-3.1130759308184226,1.04004169634317,2.662434631248564
106,000106,41.837646764842574,-0.43249686422956735,-0.47772647265141593,0.007052606742076847,0.024717712750573346,0.10551036597250202,-0.0010105601472887693,8.108972858641957,2.027666354365089,-0.7995184633201682,14.107656479648416,5.153581962005327,18.839465547540126,42.97092148882489,11.048082241626492
109,000109,47.068855970604915,0.019589241407114422,-0.0002445205542147905,0.0023553194454111717,0.0018904863075677985,0.13596912715294657,-0.09321904123131795,8.265370307364082,2.297261319940238,-0.38288838429988403,23.177612557510688,5.025818998178082,-3.503663363854415,0.3221141165224078,2.4710112041794705
114,000114,60.834152896320745,0.11373600843732326,0.03069513975014818,-0.001232433443930406,-0.0037706679013183877,0.0010675599853098383,-0.0450666336017894,8.933681547667724,2.548451560946232,0.16139271872244043,17.877404485481932,7.213216958670486,-1.4391107770990021,3.21986888445847,3.4184693748680974
117,000117,66.56159946690725,0.2285042389164567,-0.1306893943237205,-0.0010174433273623283,0.0018195358223287604,0.039136806101951534,-0.3723257502125098,11.793554945913913,3.794830104319945,-0.45172627199162274,19.320957574389812,10.178005634033012,37.92226873531328,43.673028844294016,3.9809887975132465
120,000120,51.14457022734841,0.0021631785933354385,0.012016179157934523,-0.011406741143304214,-0.004784218349064573,0.001814274187901866,0.21670075795787497,6.955326860510244,2.181611093728691,0.052058717228927916,16.831527672830656,4.837269237396192,3.691206110096826,9.72240174814495,3.571580756026703
132,000132,17.132172980130907,0.20376031289286003,-0.0009537881477101636,-0.015438747181485541,0.0034750256379337662,0.07447686033350759,0.3382236420324743,2.875902946445831,0.9010917600713121,0.1063627980939671,4.217363947551996,1.2462084822681279,-0.033578847869044255,0.09078133496286941,0.07818101641677865
133,000133,42.53863267990718,0.172138885055824,-0.06695634281190656,0.00181068812194022,0.0031522129123759965,0.022998970669141184,0.018059786271763405,5.750342845420062,2.288883256580116,-0.16803979960470952,16.095491201968876,6.046335268251723,1.3579801024641165,4.578078037020234,1.5127130238639053
149,000149,52.91256090641915,-0.0645157433390348,0.02055424130976117,0.00019219154185284916,-0.003013825920256921,0.004766009959675229,0.11442034005311885,7.996654880499895,2.53469968768137,-0.6442633614943835,18.19221948645944,9.193113189038387,4.254687173437788,13.278228214628472,4.830727593524181
153,000153,44.812514464307,-0.1975630246986948,0.009901489837031617,0.013327317589860948,0.0030629232812241225,0.049103553280185015,0.12923193963883298,10.758029442404137,2.700770885763452,0.7605691663579338,31.008008315594,7.361343261130691,-2.2703184489360706,0.5111592852409589,1.975923730811573
158,000158,-0.007812804072390038,0.011084431881219197,0.00018749763759489378,-0.0003630352881062966,-0.00028991747523454507,1.293287167929134e-06,0.0005372222081115949,0.4333438532495783,0.11886546986709218,-0.009219757627724359,1.6157369870089,0.6524472563528235,1.5425535535701504e-05,0.00039117589788644825,0.00020919411860174244
174,000174,63.39903257312798,0.09830915304138647,0.061667065697294625,0.0023656536375654307,0.0009741955026825488,0.045431951297046795,0.31213839996414156,7.413748213357294,3.4195137986096573,1.0135009457793984,36.9732276377514,11.42846517251033,13.07894095819902,48.03966401810299,25.434794269581158
176,000176,34.495684475448805,0.015949850599136606,-0.3547662081739278,-0.0027150130625488464,-0.029813791996985965,0.6952651674792464,-0.7965869923263679,16.526842126361764,4.694200990135449,-3.26183526503326,28.054457526259558,12.104091654338248,3.506012745018884,59.274612038245856,47.73686232237557
177,000177,53.68257704699996,0.05361748423880848,-0.30415242032873846,0.012072728235640377,-0.01547058231204253,0.0099196381340964,-0.27714049456076795,8.574371613669099,2.025737249371918,-0.5084629963279764,16.771930734628608,5.949475691812576,24.487579572066853,56.85695897548229,21.32614939619858
216,000216,40.87377013701463,-0.20015589728901895,0.3543811072249305,-0.002987502962227201,0.00820693578584552,0.11580742930101656,0.0034798780835727074,14.58907738070403,4.006685897195355,1.838413506034399,24.944044773558876,10.202532605526963,4.114226307779733,37.62092461222916,17.449306750692365
226,000226,52.36651561566349,0.14967790037023465,-0.09572297591705632,0.0020313157238058934,0.009794403691255121,0.7132777873866872,-0.03960398641791889,4.894110729001915,1.4437878484489208,-0.2524264329238328,11.492451121116822,4.969657145613431,12.698263497082761,17.106978178935538,1.7746497357685131
229,000229,15.504752223808302,0.0458573458042012,-0.8909237468295718,-0.020688836478066148,-0.004620637013324968,0.42846871036504197,-0.26138643049802923,29.52870689510316,7.843263905197548,-1.4571390642099322,55.29315248188689,20.872064433690106,-38.470112588650856,11.580989428740155,26.50313915713762
237,000237,64.20096906645858,0.20590631090870368,0.10262321651449674,-0.006938015129155886,-0.030144506954673397,0.006186510637240156,-0.09069953166685038,41.86649167221337,9.800605675200101,1.5862881361344816,75.57561667440734,21.2226936243933,-17.02419862732195,8.094227149062833,12.404514030639696
254,000254,28.65257881067093,0.011810645828788675,0.1353009808792645,0.004663695845028264,-0.0035298200783302537,0.011352377546560505,-1.2625218603599802,23.90138217383275,11.075275099850924,0.4368022263989542,91.34928188343368,25.787501900460764,-30.537772429799187,-15.51252339078825,12.146930284453829
257,000257,-0.0002662313295650598,-0.0019445091440147123,0.00012670872538198054,-0.00018011473322680478,-0.0005513154329877778,2.6229903649314833e-05,0.004257975480334622,0.4649869707554365,0.15454721806829516,0.021309600696714785,3.8677763888502055,0.8617361638931749,-0.0002170043558095899,0.0014955792212492458,0.0008537997870529595
304,000304,44.76894863545564,0.05792291446078919,0.005751615851221253,-0.0054865339537491275,-0.0018404281277759366,0.1012829733709415,0.1937060594019894,3.4174513614187885,1.3228316247936152,0.33719661126889033,14.772686937833736,3.4504589585503256,0.07639864527840855,3.3812364810661713,2.2525457813752596
311,000311,50.70773188306228,0.15529873369761357,-0.006245358120112122,-0.0014030023774019148,-0.0003672835417100784,0.006033142120350204,0.04462977162219697,14.240362608436314,3.505317775483538,-0.3304414238318754,29.76025078707631,9.89180720020622,-0.5524984389474068,2.6855838319809147,1.8304600060108513
318,000318,34.15238831705791,0.14348553080855414,0.0295542426430663,-0.008993040361784948,-0.01928553146914979,0.3033657556277806,0.028840245764851172,18.9762806670239,3.6451870261912482,-0.4650328377344505,23.15660086272123,6.131394326677633,-5.270035417336901,-1.7998774511066324,2.154968335317857
331,000331,27.344398200392583,0.01160351915839526,0.0005035988538990592,-0.009416747811083934,0.0013308122021157371,1.102214223211279,0.06483924845022535,15.987377837779318,4.39488843546588,-0.3907562090496994,32.167915041525525,9.309636782922837,-3.2260416080122325,2.64755476684359,6.366881042457932
362,000362,0.0037153614560437296,-0.015286501266347898,0.00018477198705255804,-8.098897051431043e-05,0.00016589420590302912,1.8129852565589248e-07,-0.002011873893749039,0.48600615209632714,0.1645467294421464,-0.05121500626991506,0.9648402725425554,0.6101144205136337,6.446221686850823e-05,0.0004069708236130452,0.0001761882204123429
363,000363,34.881523368100744,0.11391962763637743,0.08544553077502393,0.010830224258852172,-0.01634288117506374,0.013737682206284955,0.10676541080344389,13.8280745678732,3.6506555452572633,-1.369281658029717,33.25172533214346,12.181370014346188,-32.43340834241164,-11.299593175256073,12.42383158987225
