,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
15,000015,1618826227.218111,0,2,0,0,0,24,20.981453285069602,52.253232421229136,48.50256960153061
40,000040,1619691941.217139,0,2,0,0,0,61,20.978567279705434,52.22185931721673,52.49035787051085
41,000041,1618469787.560484,0,7,0,1,0,9,21.008394946533897,52.22283164867884,28.92100908015813
42,000042,1618759272.883854,0,2,0,0,0,25,20.9565101115532,52.22771112742482,20.275948541505315
53,000053,1619702918.110384,0,4,0,0,0,53,21.007508932066116,52.23710586085053,39.081725146451525
61,000061,1620140351.110147,0,4,0,0,0,15,21.02461241586986,52.23691920266226,27.138264232575466
66,000066,1619701925.892807,0,4,0,0,0,17,21.0230426990818,52.20524785192054,41.143793168401
106,000106,1618760087.329793,0,4,0,0,0,15,21.015918014802605,52.22199896008915,18.264269869632997
109,000109,1619784729.332754,0,2,0,0,0,24,20.94339623594299,52.23923236086263,48.008269854825315
114,000114,1619703548.554779,0,4,0,0,0,22,20.9893159335801,52.247066134517745,37.6218289580436
117,000117,1619696264.226705,0,4,0,0,0,19,21.011284341984645,52.174514145810534,50.48036470134845
120,000120,1618474015.331036,0,6,0,1,0,19,21.00784096070099,52.23505096230802,38.12416926446077
132,000132,1619632621.552835,0,1,0,0,1,7,21.007783375924923,52.23505250475101,-0.2196815017870506
133,000133,1619632699.220596,0,1,0,0,1,15,21.018569103259836,52.2371035108492,-0.4902036067359603
149,000149,1619632685.553756,0,1,0,0,1,13,21.016733639261478,52.23678280659133,-0.44201165372527385
153,000153,1619705058.781254,0,4,0,0,0,11,20.94342488901333,52.23922356959273,34.1880393152043
158,000158,1618828505.223085,0,2,0,0,0,14,21.000748204713414,52.201685617135865,49.29119123968376
174,000174,1618831948.21666,0,2,0,0,0,17,20.94959845656421,52.22713044662839,47.708967807339114
176,000176,1620065114.776194,0,3,0,0,1,23,21.015590683707515,52.22309873363553,-0.13395988653773827
177,000177,1619427676.995578,0,2,0,0,0,20,20.99769961951145,52.23281012083053,47.30774222290003
216,000216,1618761912.89255,0,4,0,0,0,5,21.030832975238795,52.23986000993967,13.548252764014336
226,000226,1619703979.995666,0,4,0,0,0,22,20.98647665729885,52.256062878320506,36.640921076198914
229,000229,1619683511.004847,0,4,0,0,0,12,21.083994047094976,52.2445429563424,42.34635680236379
237,000237,1618938022.218244,0,4,0,0,0,16,20.99360407670933,52.24176772122382,5.742607121763825
254,000254,1618825706.776189,0,2,0,0,0,59,20.927599883663692,52.26350632167436,48.120192285202236
257,000257,1619255199.772076,0,2,0,0,0,11,20.9476774168544,52.27673474546975,47.04542727516519
304,000304,1619702653.105761,0,4,0,0,0,24,21.013759601040498,52.22664477839761,39.60578854650976
311,000311,1619596471.003496,0,0,0,0,0,13,20.98217642238392,52.229770185067736,40.66376881105275
318,000318,1619415740.998731,0,0,0,0,0,33,21.048184375287217,52.20701095614852,21.25704907547619
331,000331,1618759720.890675,0,2,0,0,0,17,20.99254444191659,52.231822740401746,19.19500025903386
362,000362,1619375151.885773,0,3,0,0,1,9,20.949007856858547,52.23863655415808,-5.102381564404496
363,000363,1618903736.776257,0,2,0,0,0,29,21.030987322884037,52.20675227380404,34.94183550005892
370,000370,1620111205.004626,0,2,0,0,0,29,20.985561580265937,52.233853332117064,33.90760430884787
378,000378,1619176161.77799,0,2,0,1,0,11,20.97580585456218,52.2711144745679,49.96126557609484
396,000396,1618764394.3342,0,4,0,0,0,23,20.95699170435396,52.228153612866514,7.401321163062548
419,000419,1619254329.892378,0,2,0,0,0,19,20.9644691787045,52.245308720450375,45.85098343988048
433,000433,1619632461.550969,0,1,0,0,0,28,20.997420001616923,52.23279866501034,0.2214862437748195
437,000437,1618654174.106512,0,4,0,0,0,28,20.997392390419318,52.24917854922646,48.193911244722536
455,000455,1618383990.89292,0,6,0,1,0,20,20.992367508083664,52.231805875211286,29.979024706762196
463,000463,1618760877.775706,0,4,0,0,0,35,21.021203925780746,52.23163395705362,16.233728705245625
487,000487,1619513458.221534,0,2,0,0,0,37,21.048756131292848,52.247612089088115,46.628209138986584
497,000497,1618486060.00101,0,6,0,1,0,17,21.0098706412679,52.23550479352616,46.62298967829837
510,000510,1618824750.32716,0,2,0,0,0,23,20.928265106958246,52.2715240191316,47.25974697618795
515,000515,1619519854.887813,0,2,0,0,0,9,21.081559875057458,52.22138636966285,51.90052482656343
527,000527,1619681774.11027,0,4,0,0,0,23,20.948083856127163,52.23862952970889,38.594046137806
551,000551,1619513723.111708,0,2,0,0,0,34,20.932605447012673,52.2682948440167,47.032291203378975
553,000553,1619248111.447112,0,2,0,0,0,17,20.996722681392896,52.23665414881748,33.40425363102805
570,000570,1620145810.663735,0,4,0,0,0,40,21.015159007939687,52.2180425796758,13.328368727168368
571,000571,1618904355.553193,0,2,0,0,0,17,21.02183941240004,52.18123547934959,36.39302794177152
572,000572,1618760242.332176,0,4,0,0,0,10,21.01620161692019,52.21988978353106,17.816473963897266
575,000575,1619703509.887385,0,4,0,0,0,32,20.992591547983576,52.24336369875106,37.729607664042796
577,000577,1619703565.221659,0,4,0,0,0,19,20.987815461359045,52.248768351212696,37.6218289580436
593,000593,1619683183.666136,0,4,0,0,0,30,21.049647215201578,52.2376107280146,41.59684710269374
596,000596,1618938439.891864,0,2,0,0,0,25,21.029210020270703,52.25225537677807,4.756255204524805
598,000598,1618765971.995994,0,4,0,0,0,30,20.985832968466685,52.23923265670538,3.4982184124669544
604,000604,1620113785.555601,0,4,0,0,0,31,20.99784002032193,52.232813913696134,39.93692043355458
609,000609,1619632415.216612,0,1,0,0,0,12,20.996048134282294,52.23254742788926,0.3689656623039781
628,000628,1612447695.108301,4,0,4,2,0,1,17.143669586722403,60.713458788605685,5.344496456699616
631,000631,1620111181.670932,0,2,0,0,0,21,20.98838021379957,52.23428817908718,33.90760430884787
636,000636,1618759077.78078,0,2,0,0,0,19,20.94340452396068,52.22615509107907,20.894459768676015
641,000641,1619254338.892537,0,2,0,0,0,16,20.96292808255807,52.246130944663136,45.85098343988048
644,000644,1595851555.670171,2,0,1,0,0,3,9.207818203365479,45.51884619495779,62.42197275551948
653,000653,1620145789.996765,0,4,0,0,0,22,21.015519376302638,52.21994320607465,13.478571336060426
664,000664,1619520447.997615,0,2,0,0,0,26,21.052011203306577,52.238397186925276,51.79829590762804
675,000675,1618315292.334923,0,6,0,0,0,28,20.985755539625757,52.22924621113591,43.86914515015088
678,000678,1619692221.221784,0,4,0,0,0,30,20.98796282941783,52.211004018123276,52.53143439392062
710,000710,1618479945.996219,0,6,0,1,0,17,21.022675752824068,52.18058321634588,46.655153143056694
745,000745,1620146151.002722,0,4,0,0,0,24,21.000112199114593,52.201940164756024,12.53953258066268
747,000747,1619596712.440754,0,0,0,0,0,21,20.99239092969116,52.23178160472408,41.1684998013304
750,000750,1618511773.883818,0,6,0,1,2,7,21.0232588211539,52.22752560162711,-9.204090066596379
766,000766,1618509255.773797,0,6,0,1,1,13,21.046681431212864,52.24791817841891,-3.3933867505999586
768,000768,1618498408.220705,0,6,0,0,0,15,21.013146090572256,52.19684044638313,23.70954690406299
771,000771,1620140746.882722,0,4,0,0,0,33,21.047792507974105,52.24752255678156,26.21673220699008
778,000778,1618936237.222249,0,4,0,0,0,36,20.961221075065605,52.23753921328181,10.276619178476125
798,000798,1618655044.554012,0,4,0,0,0,29,21.01536811180407,52.22341352955348,48.50787622144094
809,000809,1618764095.329186,0,2,0,0,0,22,20.9749532490195,52.2117413234245,8.140201159430944
822,000822,1618762639.337977,0,4,0,0,0,30,20.994345658897863,52.22622612663981,11.745952372691434
834,000834,1619073534.669015,0,4,0,0,0,40,21.096461645428572,52.23280243078238,28.550539108538693
852,000852,1619858187.994992,0,6,0,0,0,24,21.014492392312782,52.194000415130525,46.42352988706995
855,000855,1619513679.777667,0,2,0,0,0,63,20.928376492146658,52.26384964404692,46.96935543786635
871,000871,1619416230.10571,0,0,0,0,0,23,21.032257736569598,52.207093216995574,22.469413832023704
883,000883,1620143032.333253,0,4,0,0,0,23,20.99364797846831,52.24201177247353,20.464638757493304
886,000886,1619632658.219984,0,1,0,0,1,17,21.012336966168164,52.235926156644425,-0.2196815017870506
902,000902,1618833205.439053,0,2,0,0,0,19,20.937811277122247,52.22550208565221,46.38573859254094
910,000910,1619415844.666826,0,0,0,0,0,7,21.058685765527493,52.2101314498642,21.56891887437388
932,000932,1618904045.781296,0,2,0,0,0,26,21.023578042291927,52.20036811045047,35.73111750352854
936,000936,1618824891.329466,0,2,0,0,0,38,20.92870861849253,52.26443847811049,47.36159849191788
957,000957,1619702924.777105,0,4,0,0,0,21,21.007036469910584,52.23789937641021,39.081725146451525
985,000985,1618392996.336981,0,6,0,1,0,15,21.040369759351965,52.257203955911514,45.74090053488158
1002,001002,1619052118.44346,0,3,0,0,2,13,20.9490537603897,52.23869275140083,-19.969638794667205
1010,001010,1619704458.670705,0,4,0,0,0,17,20.977729672555515,52.24253670896777,35.54526883487733
1022,001022,1618762659.671649,0,4,0,0,0,8,20.99067011141771,52.22545515156027,11.745952372691434
1030,001030,1618399320.778183,0,6,0,1,0,21,20.980682686434836,52.235015491075515,46.5191095679734
1036,001036,1618398072.556873,0,6,0,1,0,10,21.020157620908055,52.263314889106816,47.18392131947316
1051,001051,1619682470.001767,0,4,0,0,0,32,21.124538475761483,52.23570566022965,40.124325918986386
1075,001075,1618765147.113723,0,4,0,0,0,12,20.935175929931233,52.22188363289984,5.5023428267242736
1084,001084,1619681759.443307,0,4,0,0,0,11,20.94671497977697,52.23876216249844,38.59181659619022
