image_id,pred_obj,true_obj,iou,occolusion_ratio
000007,8738,16,0.8498,Light
000007,8735,9,0.9103,None
000007,8734,10,0.8866,None
000013,19944,12,0.9134,Light
000013,19941,6,0.9322,Light
000013,19945,13,0.877,Medium
000013,19947,11,0.7843,Medium
000018,7208,32,0.9362,None
000018,7209,41,0.8032,Light
000018,7207,37,0.818,Light
000018,7206,34,0.8439,Light
000023,30415,22,0.8845,None
000023,30419,25,0.5547,Medium
000023,30416,21,0.9282,None
000023,30420,18,0.8916,None
000050,4374,7,0.848,None
000050,4375,5,0.9365,None
000085,14923,20,0.9123,None
000085,14924,23,0.8081,None
000085,14930,21,0.9312,Light
000085,14926,19,0.8422,None
000085,14928,22,0.8499,None
000085,14929,27,0.8382,Light
000085,14931,26,0.7164,Light
000085,14925,28,0.9438,None
000096,10859,14,0.9714,None
000096,10860,13,0.9181,None
000096,10861,8,0.9161,None
000096,10862,22,0.7532,Light
000096,10865,27,0.6105,Medium
000096,10866,30,0.9387,None
000096,10863,15,0.9393,None
000099,17793,30,0.895,None
000099,17794,27,0.9445,None
000099,17797,28,0.1874,None
000113,30649,23,0.8479,None
000113,30650,12,0.8545,Light
000113,30652,17,0.5776,Heavy
000113,30655,17,0.3669,Heavy
000151,28614,23,0.7155,Medium
000151,28610,19,0.9295,None
000151,28611,22,0.9333,None
000151,28612,20,0.9085,Light
000151,28613,26,0.7773,Light
000151,28615,16,0.7394,Light
000151,28616,18,0.7041,Medium
000151,28617,25,0.89,Light
000151,28618,24,0.7977,Light
000156,20013,13,0.8656,Light
000156,20011,17,0.6364,Medium
000156,20014,14,0.3502,None
000156,20016,12,0.7656,None
000156,20019,18,0.885,Light
000166,20086,13,0.7422,None
000166,20084,6,0.5393,Heavy
000166,20082,9,0.7432,Heavy
000166,20081,15,0.8767,None
000166,20080,7,0.8248,None
000166,20079,11,0.9549,None
000167,5601,37,0.7234,Light
000167,5602,41,0.808,Medium
000167,5600,62,0.7617,Light
000167,5596,57,0.874,Light
000167,5597,58,0.9695,None
000167,5599,45,0.9642,None
000167,5603,25,0.9345,None
000167,5598,6,0.0707,Light
000167,5606,72,0.9249,None
000167,5612,36,0.7581,Light
000167,5611,35,0.1859,Medium
000167,5614,69,0.6837,Light
000167,5607,68,0.6285,Light
000167,5608,30,0.8904,Heavy
000167,5609,55,0.5954,Medium
000169,1675,21,0.8828,None
000169,1674,19,0.951,None
000169,1681,23,0.9506,None
000169,1680,22,0.7554,None
000169,1677,17,0.7943,Light
000169,1676,18,0.7955,Light
000171,4604,16,0.6548,Medium
000171,4605,29,0.8257,Medium
000171,4603,17,0.9093,Light
000171,4602,13,0.8959,None
000181,5557,26,0.6256,Medium
000181,5559,32,0.8614,None
000181,5555,28,0.9379,None
000181,5554,39,0.9681,None
000181,5553,46,0.8956,Light
000181,5560,49,0.3957,Heavy
000181,5561,37,0.563,VeryHeavy
000181,5562,15,0.2416,Medium
000181,5563,30,0.7482,Heavy
000181,5558,14,0.7257,None
000181,5556,27,0.9177,Light
000185,7420,47,0.9273,None
000185,7423,37,0.7249,Light
000185,7425,26,0.527,Medium
000185,7426,31,0.6095,Light
000185,7428,35,0.6269,Medium
000185,7429,46,0.6405,Light
000185,7421,41,0.5088,Medium
000203,1824,22,0.9145,Light
000203,1830,18,0.7014,Medium
000203,1826,23,0.7969,Medium
000203,1825,19,0.7725,Light
000203,1823,29,0.8879,Light
000203,1832,24,0.8608,Medium
000208,9054,27,0.8889,Light
000208,9055,36,0.9438,None
000208,9056,30,0.7726,Light
000208,9057,22,0.6281,Light
000208,9061,35,0.725,Light
000208,9059,37,0.8861,None
000208,9058,29,0.3586,None
000210,10900,0,0.0,Light
000210,10904,29,0.727,Medium
000210,10899,39,0.9123,Light
000210,10905,25,0.6033,Heavy
000210,10907,33,0.6726,Medium
000210,10908,38,0.7017,Heavy
000210,10910,24,0.742,Heavy
000210,10903,22,0.8743,Light
000210,10898,36,0.9203,None
000210,10901,34,0.8437,Light
000213,28812,8,0.9144,None
000213,28813,10,0.9206,Light
000213,28814,14,0.8864,None
000213,28815,15,0.885,None
000223,22835,10,0.8792,None
000223,22834,11,0.8961,None
000225,5377,24,0.608,Medium
000225,5376,21,0.8762,None
000225,5380,34,0.6234,Medium
000225,5381,9,0.5661,Medium
000225,5378,13,0.8908,Light
000225,5384,27,0.8605,Light
000225,5383,19,0.5105,Heavy
000225,5375,11,0.9394,None
000244,15947,18,0.8994,None
000244,15946,21,0.8667,Light
000244,15945,16,0.9803,None
000246,18919,16,0.8329,Light
000246,18920,14,0.8983,Light
000246,18918,22,0.8617,None
000247,29341,29,0.7694,Light
000248,20621,32,0.959,None
000248,20623,30,0.6421,Medium
000248,20624,39,0.9751,None
000248,20625,28,0.8656,None
000248,20626,43,0.8448,Medium
000248,20628,34,0.7977,Heavy
000248,20630,29,0.4321,Medium
000248,20622,31,0.656,Medium
000248,20631,41,0.6739,Heavy
000258,13297,31,0.9049,None
000258,13298,32,0.7698,Medium
000258,13299,28,0.8754,Light
000258,13291,26,0.9003,Light
000258,13292,33,0.905,Light
000258,13293,15,0.7967,Light
000258,13296,22,0.734,None
000263,16146,10,0.7715,Light
000269,18578,43,0.7099,Medium
000269,18582,20,0.5881,Medium
000269,18573,42,0.8866,None
000269,18574,19,0.956,None
000269,18575,31,0.9167,None
000269,18576,46,0.9411,Medium
000269,18577,40,0.6977,Light
000269,18581,32,0.7163,Heavy
000269,18579,18,0.4919,Heavy
000269,18580,21,0.8006,Medium
000279,2326,22,0.8885,None
000279,2325,19,0.9122,Light
000279,2324,10,0.9014,None
000279,2331,23,0.9743,Light
000279,2327,15,0.9079,None
000279,2328,11,0.9416,None
000279,2329,21,0.7017,Medium
000287,19807,7,0.8017,Light
000287,19803,3,0.9199,None
000287,19804,6,0.9132,Light
000290,32177,9,0.9071,None
000290,32179,17,0.9667,None
000290,32181,19,0.7236,Light
000295,8041,13,0.9638,None
000295,8039,19,0.5144,None
000295,8037,17,0.861,Light
000295,8033,18,0.9723,None
000295,8034,9,0.9207,Light
000295,8046,20,0.6344,Medium
000295,8036,16,0.8496,None
000295,8043,15,0.8794,None
000296,21857,17,0.8885,None
000296,21859,12,0.7572,Light
000296,21858,13,0.7312,Medium
000308,26522,7,0.8814,None
000308,26523,15,0.9622,None
000308,26524,13,0.9481,None
000308,26525,11,0.74,None
000313,4608,13,0.9362,None
000313,4609,12,0.5543,Heavy
000313,4611,19,0.7441,Light
000330,16071,26,0.9041,None
000330,16072,27,0.7515,Light
000330,16074,35,0.7716,Heavy
000330,16076,33,0.6563,Light
000330,16077,25,0.7649,Heavy
000337,18636,40,0.5918,Medium
000337,18634,23,0.727,Light
000337,18633,25,0.8632,Medium
000337,18626,19,0.8975,None
000337,18630,39,0.6958,Light
000337,18629,31,0.829,None
000337,18628,22,0.9523,None
000337,18627,32,0.9607,None
000337,18638,34,0.4109,Medium
000348,31610,22,0.9328,None
000348,31612,37,0.7552,Light
000348,31611,34,0.8829,None
000348,31613,30,0.8206,Light
000348,31614,39,0.6734,Light
000348,31615,21,0.9273,None
000348,31617,26,0.8317,Light
000348,31618,18,0.4246,Medium
000355,932,38,0.7771,Light
000355,933,37,0.8899,Light
000355,926,25,0.6125,Medium
000355,929,28,0.9015,Light
000358,31425,18,0.9372,None
000358,31429,9,0.9322,Medium
000358,31428,13,0.751,Heavy
000358,31426,8,0.8684,None
000365,31153,23,0.9127,None
000365,31154,21,0.9082,None
000365,31159,16,0.6727,Medium
000365,31155,18,0.8873,None
000372,17047,20,0.9261,None
000372,17046,14,0.8177,None
000372,17042,19,0.9056,None
000372,17043,17,0.6375,None
000372,17044,16,0.8334,Light
000372,17039,0,0.0,None
000372,17040,22,0.8163,Light
000372,17041,23,0.9189,None
000379,1588,26,0.9035,None
000379,1584,19,0.8158,Light
000379,1585,28,0.9426,None
000379,1586,27,0.9298,Light
000379,1589,20,0.9094,None
000379,1587,18,0.8588,None
000379,1591,23,0.4549,Light
000379,1593,25,0.7679,Light
000379,1590,21,0.8028,Light
000395,25736,18,0.8066,Light
000395,25733,9,0.9325,None
000395,25732,13,0.7205,Medium
000395,25738,14,0.3807,Heavy
000395,25739,12,0.7722,Medium
000395,25742,10,0.9228,Light
000395,25746,29,0.5265,Medium
000395,25734,27,0.8427,Light
000397,8433,27,0.9781,None
000397,8434,12,0.7457,Medium
000397,8436,14,0.7682,Medium
000397,8437,17,0.8612,Light
000397,8440,26,0.5622,Medium
000397,8441,24,0.7279,Heavy
000397,8442,25,0.6993,Heavy
000397,8443,20,0.6487,Light
000397,8432,11,0.9075,None
000397,8438,8,0.7327,Light
000402,1031,13,0.9405,None
000406,8509,13,0.9094,None
000406,8508,3,0.9289,Light
000406,8519,10,0.6364,Light
000406,8506,18,0.8768,None
000406,8507,8,0.8782,None
000406,8510,17,0.7785,Light
000406,8512,5,0.7015,Light
000406,8511,14,0.8446,Light
000406,8517,12,0.6094,Medium
000406,8514,15,0.9495,Light
000409,21553,30,0.9048,None
000409,21554,28,0.951,None
000409,21555,28,0.0297,None
000409,21556,33,0.7553,Light
000413,23503,20,0.8266,Light
000413,23509,19,0.8187,None
000413,23507,14,0.766,Light
000413,23497,9,0.9063,None
000413,23499,7,0.6799,Light
000413,23500,22,0.9631,None
000413,23505,11,0.8989,None
000413,23502,26,0.8499,Light
000418,12605,32,0.8954,None
000418,12610,21,0.6843,VeryHeavy
000418,12609,19,0.873,None
000418,12608,24,0.6805,Light
000418,12607,34,0.8941,Light
000418,12606,37,0.8618,Light
000427,13029,6,0.7453,Light
000427,13028,17,0.9246,None
000427,13027,18,0.9562,None
000427,13026,14,0.9355,None
000427,13034,20,0.8556,Light
000447,29038,50,0.5725,Medium
000447,29044,35,0.6814,Light
000447,29039,32,0.9042,None
000447,29041,41,0.9545,None
000447,29047,28,0.7171,VeryHeavy
000447,29034,40,0.8422,None
000447,29035,23,0.9437,None
000447,29036,34,0.6069,Light
000447,29037,33,0.8546,Light
000449,17240,12,0.8199,Light
000449,17241,14,0.9485,Light
000449,17243,13,0.927,None
000450,5200,24,0.8146,Medium
000450,5204,23,0.5458,VeryHeavy
000450,5199,32,0.9421,None
000457,15024,26,0.6464,Light
000457,15005,24,0.8682,None
000457,15006,20,0.8878,None
000457,15007,33,0.6646,VeryHeavy
000457,15008,25,0.8708,None
000457,15010,16,0.8995,None
000457,15009,32,0.9566,None
000457,15022,30,0.6292,Light
000457,15019,27,0.8121,Light
000457,15013,23,0.6617,Light
000457,15012,22,0.6372,None
000457,15011,31,0.6634,Light
000460,10930,18,0.5587,Light
000460,10925,17,0.6415,Light
000460,10923,20,0.904,Light
000460,10920,11,0.9362,None
000460,10929,15,0.715,Medium
000481,7925,29,0.5983,Medium
000481,7926,27,0.8388,None
000481,7931,31,0.7276,Light
000481,7929,28,0.8575,Light
000491,24316,12,0.1834,Heavy
000491,24315,9,0.8503,Light
000491,24314,17,0.8737,Light
000491,24312,7,0.9442,None
000491,24311,8,0.8894,Light
000491,24310,16,0.8762,None
000495,2908,14,0.3222,Heavy
000495,2905,8,0.8973,None
000495,2906,7,0.9624,None
000495,2907,18,0.8626,Light
000495,2909,11,0.898,None
000495,2911,12,0.5793,Medium
000505,16449,22,0.3778,Heavy
000505,16442,18,0.7671,Light
000505,16441,13,0.9304,Light
000505,16440,14,0.641,Medium
000505,16445,12,0.8285,None
000505,16446,21,0.7993,Light
000505,16450,15,0.6592,Medium
000522,2180,11,0.766,Light
000522,2179,6,0.9186,None
000522,2178,16,0.8411,Light
000522,2176,7,0.9657,None
000522,2175,14,0.8745,None
000533,31445,13,0.9014,None
000533,31446,23,0.9109,Light
000533,31447,19,0.8072,None
000533,31448,17,0.9242,None
000533,31450,18,0.7438,Medium
000534,31590,30,0.555,Medium
000534,31591,15,0.526,VeryHeavy
000534,31586,12,0.8537,None
000534,31594,24,0.4573,Medium
000534,31577,31,0.9598,None
000534,31585,28,0.8236,Light
000534,31582,26,0.6921,Light
000534,31580,13,0.919,None
000534,31579,16,0.8378,None
000534,31578,14,0.9414,None
000534,31597,11,0.5736,Heavy
000536,20297,12,0.7636,None
000536,20294,32,0.6567,Medium
000536,20295,17,0.5325,Heavy
000536,20293,29,0.9157,Light
000536,20292,23,0.7307,Light
000536,20296,34,0.5933,VeryHeavy
000536,20298,19,0.255,Medium
000538,28005,12,0.8767,None
000538,28004,11,0.9038,None
000538,28003,15,0.9025,None
000543,14315,23,0.8787,None
000543,14312,15,0.9118,None
000543,14314,20,0.832,Medium
000543,14316,11,0.8803,None
