image_id,tp,fp,fn,tn,precision,recall,accuracy
000007,3,0,3,11,1.0,0.5,0.824
000013,3,1,1,13,0.75,0.75,0.889
000018,4,0,2,39,1.0,0.667,0.956
000023,2,2,5,22,0.5,0.286,0.774
000050,2,0,0,6,1.0,1.0,1.0
000085,8,0,1,20,1.0,0.889,0.966
000096,7,0,5,19,1.0,0.583,0.839
000099,2,1,1,30,0.667,0.667,0.941
000113,2,2,4,20,0.5,0.333,0.786
000151,8,1,3,19,0.889,0.727,0.871
000156,4,1,3,12,0.8,0.571,0.8
000166,6,0,6,4,1.0,0.5,0.625
000167,10,5,28,37,0.667,0.263,0.588
000169,6,0,3,17,1.0,0.667,0.885
000171,4,0,12,21,1.0,0.25,0.676
000181,9,2,17,26,0.818,0.346,0.648
000185,2,5,14,42,0.286,0.125,0.698
000203,6,0,4,21,1.0,0.6,0.871
000208,5,2,12,26,0.714,0.294,0.689
000210,9,1,14,20,0.9,0.391,0.659
000213,4,0,4,8,1.0,0.5,0.75
000223,2,0,0,15,1.0,1.0,1.0
000225,7,1,19,10,0.875,0.269,0.459
000244,3,0,4,17,1.0,0.429,0.833
000246,3,0,6,16,1.0,0.333,0.76
000247,1,0,1,33,1.0,0.5,0.971
000248,8,1,6,32,0.889,0.571,0.851
000258,6,1,5,22,0.857,0.545,0.824
000263,1,0,2,15,1.0,0.333,0.889
000269,7,3,14,30,0.7,0.333,0.685
000279,7,0,2,15,1.0,0.778,0.917
000287,3,0,3,3,1.0,0.5,0.667
000290,2,1,8,9,0.667,0.2,0.55
000295,7,1,3,15,0.875,0.7,0.846
000296,3,0,2,15,1.0,0.6,0.9
000308,4,0,0,12,1.0,1.0,1.0
000313,2,1,2,16,0.667,0.5,0.857
000330,4,1,6,29,0.8,0.4,0.825
000337,6,3,8,27,0.667,0.429,0.75
000348,6,2,11,26,0.75,0.353,0.711
000355,2,2,5,30,0.5,0.286,0.821
000358,4,0,5,13,1.0,0.444,0.773
000365,4,0,2,21,1.0,0.667,0.926
000372,5,3,2,16,0.625,0.714,0.808
000379,8,1,4,18,0.889,0.667,0.839
000395,6,2,17,10,0.75,0.261,0.457
000397,8,2,11,9,0.8,0.421,0.567
000402,1,0,0,19,1.0,1.0,1.0
000406,8,2,4,8,0.8,0.667,0.727
000409,3,1,2,36,0.75,0.6,0.929
000413,7,1,7,13,0.875,0.5,0.714
000418,4,2,6,27,0.667,0.4,0.795
000427,4,1,10,9,0.8,0.286,0.542
000447,6,3,12,33,0.667,0.333,0.722
000449,3,0,1,14,1.0,0.75,0.944
000450,3,0,7,23,1.0,0.3,0.788
000457,3,9,10,17,0.25,0.231,0.513
000460,3,2,11,10,0.6,0.214,0.5
