image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
000000,1618827790.444124,0,2,0,0,0,36,20.993243252850032,52.24205173254378,49.17233721956617
000009,1618761334.665995,0,4,0,0,0,14,21.012836356767004,52.23603534372466,15.021662194073386
000022,1619070227.218352,0,6,0,1,0,32,21.02117772352051,52.26335729544364,20.27132260693999
000047,1619702779.441241,0,4,0,0,0,25,21.0099014009274,52.233024802840276,39.31798032408522
000054,1619598239.332328,0,0,0,0,0,10,20.99429118457244,52.257694328557164,44.12863208891661
000073,1618764999.11123,0,4,0,0,0,20,20.92966419614051,52.22373635862433,5.945264814362673
000086,1619682224.217331,0,4,0,0,0,31,20.986909833255584,52.23987156732602,39.53430632506669
000092,1618938017.218126,0,2,0,0,0,21,20.992785515426075,52.241483173636176,5.7952552858719315
000097,1618315543.105851,0,6,0,0,0,20,20.970185980018723,52.228850380256816,43.566376009244
000112,1618824782.994343,0,2,0,0,0,25,20.932171156372284,52.2709145366044,47.30029064426223
000115,1619514216.666363,0,2,0,0,0,30,20.993969049509573,52.24213195988287,47.78998941071075
000121,1618655670.330924,0,4,0,0,0,45,20.98055089209587,52.23645244647559,48.564248430899134
000129,1618829350.337717,0,2,0,1,0,19,20.991810606571672,52.244231553664754,49.158400421978044
000135,1618486704.112075,0,6,0,1,0,19,20.985890821911465,52.245422064947064,46.039654711926836
000154,1618491396.226225,0,6,0,1,0,15,21.023226715155623,52.227391260946405,39.28067202366126
000157,1618499724.109285,0,6,0,1,0,25,21.0112986567855,52.23001022083711,20.42207823726227
000172,1618759566.555142,0,2,0,0,0,11,20.98506041626261,52.23021272255718,19.494926632683743
000204,1618827726.776762,0,2,0,0,0,16,20.990765889382214,52.24495825336374,49.15680399510886
000243,1618762542.003001,0,4,0,0,0,22,21.011293460151958,52.22999589999839,11.982053015476794
000250,1620139745.334668,0,4,0,0,0,13,21.00865228309561,52.23521276245132,28.653407184232336
000259,1619426750.446881,0,2,0,0,0,84,20.976591254978857,52.22152899971975,45.88288913896487
000262,1619632633.553026,0,1,0,0,1,20,21.008734911687686,52.23523533944197,-0.2196815017870506
000282,1619682365.221547,0,4,0,0,0,30,20.990907277263577,52.23443408196097,39.92878266204123
000285,1619632673.220317,0,1,0,0,1,11,21.014916767332373,52.23643582656007,-0.2196815017870506
000327,1619423180.999573,0,2,0,0,0,17,20.982712246195987,52.2298714340156,39.07485586401793
000347,1619155067.223643,0,2,0,0,0,23,20.93066374485057,52.22364284839616,16.553282644520053
000369,1618941483.110473,0,3,0,0,1,11,21.052375191303465,52.23071763367579,-2.6810974685707833
000374,1618653792.000427,0,4,0,0,0,7,20.985570019840246,52.26919440117115,47.99710348941085
000377,1619069273.003463,0,6,0,1,0,14,21.002812111763912,52.25143129882389,17.82080016851164
000385,1619703745.224745,0,4,0,0,0,21,20.984308164347976,52.25292880582083,37.188637110413374
000386,1618760354.000629,0,4,0,0,0,15,21.01944842072353,52.2219870741574,17.510388424754098
000388,1620143559.893499,0,4,0,0,0,24,20.987883874535463,52.20945675119254,18.99807807546898
000431,1619702238.998406,0,4,0,0,0,47,21.020733728181472,52.21126181927009,40.51048789347493
000439,1619247525.004276,0,2,0,0,0,29,20.98599585413914,52.25088517659578,31.954740192863746
000467,1618763795.223984,0,4,0,0,0,12,20.989010143667606,52.22440283519485,8.885005418863074
000475,1618489087.886407,0,6,0,1,0,19,20.970412493121756,52.21321712118706,43.12790708596889
000479,1618315458.6711,0,6,0,1,0,31,20.97804822504473,52.22944746113599,43.6400101437631
000484,1618485514.891546,0,6,0,1,0,5,21.030568187499952,52.23948401144735,47.01398108276514
000496,1618939019.668322,0,2,0,0,0,50,21.046842880453905,52.247883955176356,3.4157943757066533
000499,1618828609.891572,0,2,0,0,0,11,20.999416406810983,52.20584912025061,49.28756131463141
000513,1618494059.445374,0,6,0,1,0,25,21.037823991872468,52.26212377396839,33.783434829416045
000518,1618490936.884966,0,6,0,1,0,17,21.018598733831997,52.209324503703776,40.16867927006016
000519,1619265398.776676,0,2,0,0,0,32,20.968783049433306,52.23405573246821,47.66048693716487
000523,1619699791.555395,0,4,0,0,0,7,21.01125422963485,52.172023183343626,45.340350351009334
000525,1618939268.439288,0,2,0,0,0,36,21.048730735076635,52.247603194539856,2.7637049286159083
000530,1618936579.99442,0,2,0,0,0,13,20.97894456058389,52.2411962421418,9.36030661571445
000547,1620113792.555725,0,4,0,0,0,29,20.998611993517667,52.23290804777173,39.93692043355458
000549,1619681767.776734,0,4,0,0,0,14,20.94720344198462,52.23871357278696,38.594046137806
000550,1618501031.99842,0,6,0,1,0,24,20.98551548389797,52.20528265295533,17.1192289186868
000555,1619520862.337758,0,2,0,0,0,9,21.034872642897458,52.25491606150737,51.66089824863246
000594,1620113948.224796,0,4,0,0,0,10,21.008853107211078,52.23440055130987,40.34203421239593
000599,1618308882.892761,0,7,0,1,0,25,21.05413971711164,52.172820179360265,46.95771092392434
000617,1618467924.330376,0,7,0,1,0,24,20.9960990042995,52.22659174381502,24.429190918752553
000618,1618759103.781209,0,2,0,0,0,13,20.948833703281124,52.22703113444016,20.72853543513142
000627,1618938488.559336,0,2,0,0,0,10,21.031411693481868,52.25046771605264,4.612579305503971
000635,1618655541.995486,0,4,0,0,0,24,20.985656797435333,52.2293115800038,48.565492126549195
000660,1618937331.440102,0,2,0,0,0,19,20.96401427225174,52.2434355142129,7.529306664468592
000668,1618501965.114432,0,6,0,1,0,59,20.974313040716588,52.220910740172336,14.845227891716632
000670,1620139117.225838,0,4,0,0,0,19,20.96918582506251,52.228582840021126,30.324063472820363
000691,1618486549.442793,0,6,0,1,0,46,20.993086277608523,52.242716224089726,46.208473898265076
000695,1618655920.668393,0,4,0,1,0,27,20.981752474628678,52.250214834119966,48.5517407655556
000698,1619682920.995209,0,4,0,0,0,37,21.014976435199596,52.2304562594264,41.08813615531073
000724,1618384942.773903,0,6,0,1,0,31,21.020810660367065,52.211150368966294,32.187333730356364
000728,1619632106.112453,0,1,0,0,0,39,20.955689471370928,52.22773577525709,0.9902658804339524
000729,1618497928.111645,0,6,0,0,0,12,21.01362334596496,52.20852897214547,24.883292048947027
000759,1618497037.663083,0,6,0,1,0,16,21.00927775817834,52.233755070779274,27.030363216905243
000773,1620139316.995265,0,4,0,0,0,24,20.984848854252444,52.23008551685003,29.866520030648317
000775,1619703455.553136,0,4,0,0,0,40,20.996997403369747,52.24311626581702,37.88588010827224
000783,1619682275.551537,0,4,0,0,0,23,20.9877287161652,52.238827010345325,39.66518997720268
000789,1619694081.888144,0,4,0,0,0,22,21.00175518087128,52.18946484453173,52.15609461378061
000803,1619693441.776393,0,4,0,0,0,42,21.00645940946412,52.21161215802447,52.384995853928466
000814,1618490401.109068,0,6,0,0,0,28,21.000097106415673,52.2023027380251,41.019538500858786
000838,1619693789.883063,0,4,0,0,0,26,20.999396348312835,52.2097678636816,52.27632433969825
000839,1619734953.670307,0,3,0,1,2,3,21.02321853118809,52.22763520332509,-22.6783209440394
000844,1618828178.884161,0,2,0,1,0,36,21.004870079290825,52.2182656913956,49.252031820613965
000849,1619375342.887535,0,3,0,0,1,20,20.950222707583286,52.22970899231531,-5.638652068503461
000860,1619683820.110016,0,4,0,0,0,60,21.11965472382028,52.23741796496631,42.96335792345698
000880,1619176932.890986,0,2,0,1,0,16,20.98700963966386,52.239819904780255,49.46824684006376
000889,1619523375.779718,0,2,0,0,0,15,21.036914388796447,52.25568701118933,49.901132690021484
000896,1620073863.882861,0,3,0,0,2,23,21.008830894006245,52.229298218893064,-16.663936285888582
000919,1618485928.998755,0,6,0,1,0,16,21.01582940477255,52.23663935573797,46.70146523435108
000922,1619176028.109198,0,2,0,1,0,27,20.96827865713579,52.27265446992073,50.03778784304966
000924,1618759073.780732,0,2,0,0,0,9,20.942578927469437,52.22603835072002,20.894459768676015
000928,1620109789.884816,0,2,0,0,0,9,20.98226727692826,52.233717252140494,30.368670969685056
000942,1618939525.443594,0,2,0,0,0,14,21.038829328590065,52.24250024420945,2.2190027054405306
000943,1619683646.773797,0,4,0,0,0,54,21.100056816745848,52.24273690205422,42.592759760557016
000944,1619676487.670967,0,4,0,0,0,19,21.05469752085737,52.23348600602267,26.01007018019576
000960,1619254728.99832,0,2,0,0,0,11,20.930711659112472,52.25518090899808,46.432885506226285
000988,1618763662.221764,0,4,0,0,0,15,20.982681735567358,52.232030200098706,9.182342819127214
