luminance,contrast,saturation,sharpness,temperature,edge_density,entropy,image_id,image_path
0.3818725672772504,34.9151877054657,24.146012736764582,22.91432411321183,25.437199713399583,1.6127807084333836,6.906630122466093,0,single_frames_img/000000/camera_front_blur/000000_india_2021-04-19T10:23:10.444124Z.jpg
0.36002836318185244,45.13486738359961,29.799300782119047,24.659111135973514,8.222218578122314,2.1328087241371376,6.8797982393279,9,single_frames_img/000009/camera_front_blur/000009_india_2021-04-18T15:55:34.665995Z.jpg
0.3761837791921089,46.1048100555887,19.344279819487383,23.662134472239302,12.526332894928029,1.9723651189864289,6.969224037696034,22,single_frames_img/000022/camera_front_blur/000022_golf_2021-04-22T05:43:47.218352Z.jpg
0.4308134138880829,41.82865207276569,22.271875311658523,32.92466793787522,34.33642125470348,3.59052553298402,7.006782358760669,47,single_frames_img/000047/camera_front_blur/000047_india_2021-04-29T13:26:19.441241Z.jpg
0.44938745750350373,35.11123126636215,41.246978350760635,23.23309048692299,21.671034028909602,2.2374073175503066,6.995161952014972,54,single_frames_img/000054/camera_front_blur/000054_india_2021-04-28T08:23:59.332328Z.jpg
0.3712160932450709,43.8851776275745,31.099319937131284,45.97587343492636,3.34213447437988,4.528397725180474,6.84449614706138,73,single_frames_img/000073/camera_front_blur/000073_india_2021-04-18T16:56:39.111230Z.jpg
0.4197931567986647,40.70279351051326,20.563745555270003,17.97312712406574,41.623051048939296,1.0838578386433553,7.158564572479326,86,single_frames_img/000086/camera_front_blur/000086_india_2021-04-29T07:43:44.217331Z.jpg
0.3531780750232291,44.604307880966836,63.37744556044833,25.550866146839265,1.4511470845294325,2.0202628384132075,6.9138193676893325,92,single_frames_img/000092/camera_front_blur/000092_india_2021-04-20T17:00:17.218126Z.jpg
0.3814934353903585,42.475255745032705,20.022563357780147,27.00060125452699,9.30436418586388,2.338979826583609,6.791264811249706,97,single_frames_img/000097/camera_front_blur/000097_india_2021-04-13T12:05:43.105851Z.jpg
0.4159800448667933,35.246950518813335,33.88671104843845,55.432883958115056,26.0604309504345,5.642027343480295,6.948614126839237,112,single_frames_img/000112/camera_front_blur/000112_india_2021-04-19T09:33:02.994343Z.jpg
0.43151843059185147,37.14179268739311,25.93254582818697,31.563092473135615,15.508560247885265,3.3303434093332616,7.133374663591973,115,single_frames_img/000115/camera_front_blur/000115_golf_2021-04-27T09:03:36.666363Z.jpg
0.3318071847978783,48.000774127027526,23.992243418730965,27.04255457334934,1.9338408765005866,2.7096598798628317,6.702052975698799,121,single_frames_img/000121/camera_front_blur/000121_india_2021-04-17T10:34:30.330924Z.jpg
0.42126427386629256,38.74700644760908,40.78750630509164,49.85913260056707,23.632491972061143,6.631679201732246,7.123897994155845,129,single_frames_img/000129/camera_front_blur/000129_india_2021-04-19T10:49:10.337717Z.jpg
0.32466380036721365,40.06331203356039,25.220674011898645,38.994483148663264,15.629054899038268,3.7639293379030465,6.837206068146265,135,single_frames_img/000135/camera_front_blur/000135_india_2021-04-15T11:38:24.112075Z.jpg
0.3514200553678522,45.30674349821917,22.257170663247692,16.477258634636513,7.382262827611724,0.9309947276967572,6.7175421357298895,154,single_frames_img/000154/camera_front_blur/000154_india_2021-04-15T12:56:36.226225Z.jpg
0.3649932324503629,45.14473775226692,34.607430970034756,18.856663809412478,8.53495632142562,1.2161191225997499,6.515838509955498,157,single_frames_img/000157/camera_front_blur/000157_india_2021-04-15T15:15:24.109285Z.jpg
0.32200538137902474,44.16821393476343,30.28228362747505,26.505594625158473,5.247665106263965,3.0480005667390353,6.9473218060559665,172,single_frames_img/000172/camera_front_blur/000172_india_2021-04-18T15:26:06.555142Z.jpg
0.36603453669060354,37.413949401284384,29.60272324819142,16.294136236249297,28.14187488627914,1.0656707658552678,6.881659835706006,204,single_frames_img/000204/camera_front_blur/000204_india_2021-04-19T10:22:06.776762Z.jpg
