image_id,tp,fp,fn,tn,precision,recall,accuracy
000003,1,0,0,86,1.0,1.0,1.0
000016,5,0,7,16,1.0,0.417,0.75
000038,6,1,4,26,0.857,0.6,0.865
000046,5,3,8,15,0.625,0.385,0.645
000055,3,2,10,35,0.6,0.231,0.76
000058,6,1,7,14,0.857,0.462,0.714
000063,2,0,0,19,1.0,1.0,1.0
000064,4,1,6,27,0.8,0.4,0.816
000080,6,1,2,22,0.857,0.75,0.903
000089,4,0,0,28,1.0,1.0,1.0
000110,5,1,6,17,0.833,0.455,0.759
000118,2,0,0,16,1.0,1.0,1.0
000122,10,4,15,11,0.714,0.4,0.525
000183,4,1,5,43,0.8,0.444,0.887
000195,5,1,3,36,0.833,0.625,0.911
000196,7,0,4,26,1.0,0.636,0.892
000211,2,1,3,8,0.667,0.4,0.714
000224,2,2,4,39,0.5,0.333,0.872
000235,4,1,1,18,0.8,0.8,0.917
000251,12,3,7,21,0.8,0.632,0.767
000253,6,1,12,13,0.857,0.333,0.594
000260,9,3,11,6,0.75,0.45,0.517
000265,7,0,2,16,1.0,0.778,0.92
000283,7,1,5,30,0.875,0.583,0.86
000326,2,0,4,32,1.0,0.333,0.895
000346,4,0,2,3,1.0,0.667,0.778
000375,2,1,7,28,0.667,0.222,0.789
000384,1,1,9,29,0.5,0.1,0.75
000387,4,3,11,32,0.571,0.267,0.72
000391,7,1,5,13,0.875,0.583,0.769
000398,7,0,3,7,1.0,0.7,0.824
000401,2,0,2,25,1.0,0.5,0.931
000422,6,1,3,14,0.857,0.667,0.833
000443,4,1,11,10,0.8,0.267,0.538
000452,4,1,12,14,0.8,0.25,0.581
000462,6,0,6,14,1.0,0.5,0.769
000465,3,1,5,23,0.75,0.375,0.812
000478,2,1,1,18,0.667,0.667,0.909
000483,5,2,9,9,0.714,0.357,0.56
000503,2,2,11,22,0.5,0.154,0.649
000507,1,0,2,12,1.0,0.333,0.867
000539,7,2,5,7,0.778,0.583,0.667
000548,5,0,3,12,1.0,0.625,0.85
000563,2,1,3,25,0.667,0.4,0.871
000567,5,2,4,27,0.714,0.556,0.842
000579,2,1,1,23,0.667,0.667,0.926
000586,1,1,3,13,0.5,0.25,0.778
000595,1,0,3,12,1.0,0.25,0.812
000616,0,2,0,18,0.0,1.0,0.9
000626,10,3,10,10,0.769,0.5,0.606
000637,6,0,4,17,1.0,0.6,0.852
000639,7,0,10,11,1.0,0.412,0.643
000643,2,0,2,12,1.0,0.5,0.875
000647,7,1,6,10,0.875,0.538,0.708
000649,8,0,6,13,1.0,0.571,0.778
000650,4,3,9,16,0.571,0.308,0.625
000651,4,0,34,8,1.0,0.105,0.261
000701,4,1,3,15,0.8,0.571,0.826
000704,7,2,1,28,0.778,0.875,0.921
000709,10,2,8,6,0.833,0.556,0.615
000721,6,0,5,10,1.0,0.545,0.762
000734,10,3,12,6,0.769,0.455,0.516
000738,1,0,0,16,1.0,1.0,1.0
000755,4,1,2,20,0.8,0.667,0.889
000763,4,0,6,14,1.0,0.4,0.75
000815,2,3,5,43,0.4,0.286,0.849
000823,4,0,3,10,1.0,0.571,0.824
000847,9,3,12,15,0.75,0.429,0.615
000901,2,0,6,28,1.0,0.25,0.833
000909,2,1,1,13,0.667,0.667,0.882
000916,3,0,4,34,1.0,0.429,0.902
000934,1,1,2,20,0.5,0.333,0.875
000961,3,0,9,19,1.0,0.25,0.71
000973,2,1,3,14,0.667,0.4,0.8
000979,7,0,13,22,1.0,0.35,0.69
000984,1,0,1,24,1.0,0.5,0.962
001017,3,6,8,20,0.333,0.273,0.622
001040,1,3,6,24,0.25,0.143,0.735
001074,4,3,2,21,0.571,0.667,0.833
001083,6,1,7,11,0.857,0.462,0.68
001106,4,4,15,26,0.5,0.211,0.612
001110,3,1,3,15,0.75,0.5,0.818
001113,7,2,7,11,0.778,0.5,0.667
001138,1,1,2,6,0.5,0.333,0.7
001141,1,0,0,5,1.0,1.0,1.0
001157,6,3,5,15,0.667,0.545,0.724
