,image_id,tp,fp,fn,precision,recall
0,043216,1,0,10,1.0,0.091
1,006730,0,4,25,0.0,0.0
2,009260,6,6,14,0.5,0.3
3,030495,4,2,9,0.667,0.308
4,044183,4,3,18,0.571,0.182
5,045455,1,1,7,0.5,0.125
6,013572,6,1,16,0.857,0.273
7,013464,0,2,21,0.0,0.0
8,007755,2,0,4,1.0,0.333
9,009824,5,4,18,0.556,0.217
10,006337,3,4,10,0.429,0.231
11,010886,4,2,4,0.667,0.5
12,004516,1,2,7,0.333,0.125
13,038256,1,0,19,1.0,0.05
14,016650,9,1,15,0.9,0.375
15,016175,2,3,3,0.4,0.4
16,046343,8,5,10,0.615,0.444
17,037597,3,3,9,0.5,0.25
18,037378,6,3,22,0.667,0.214
19,005907,1,3,10,0.25,0.091
20,002811,5,9,50,0.357,0.091
21,017102,3,1,23,0.75,0.115
22,000616,3,2,27,0.6,0.1
23,002817,1,0,9,1.0,0.1
24,041374,1,1,7,0.5,0.125
25,046149,5,2,7,0.714,0.417
26,027617,1,2,9,0.333,0.1
27,017934,2,1,17,0.667,0.105
28,006303,1,2,18,0.333,0.053
29,007070,3,4,28,0.429,0.097
30,025684,4,4,5,0.5,0.444
31,046859,10,1,15,0.909,0.4
32,014654,5,13,62,0.278,0.075
33,025960,1,1,15,0.5,0.062
34,006537,1,0,9,1.0,0.1
35,012007,3,1,12,0.75,0.2
36,036984,7,21,77,0.25,0.083
37,008117,4,3,12,0.571,0.25
38,046093,0,1,19,0.0,0.0
39,006100,1,0,5,1.0,0.167
40,020819,0,2,7,0.0,0.0
41,002336,4,3,35,0.571,0.103
42,046391,7,1,13,0.875,0.35
43,040766,9,10,30,0.474,0.231
44,041320,0,3,1,0.0,0.0
45,000847,8,7,27,0.533,0.229
46,034852,1,6,14,0.143,0.067
47,027526,7,10,17,0.412,0.292
48,032627,6,7,17,0.462,0.261
49,049979,6,2,22,0.75,0.214
50,016716,0,3,3,0.0,0.0
51,032102,9,8,21,0.529,0.3
52,049452,0,2,8,0.0,0.0
53,049129,1,4,9,0.2,0.1
54,010144,2,0,7,1.0,0.222
55,002913,5,2,11,0.714,0.312
56,013630,3,1,9,0.75,0.25
57,020234,1,2,4,0.333,0.2
58,042185,6,3,13,0.667,0.316
59,023288,8,7,31,0.533,0.205
60,034841,2,4,17,0.333,0.105
61,040349,7,4,11,0.636,0.389
62,045071,2,4,12,0.333,0.143
63,046065,0,1,17,0.0,0.0
64,004253,3,1,6,0.75,0.333
65,019602,5,4,18,0.556,0.217
66,048038,4,3,9,0.571,0.308
67,018919,2,5,23,0.286,0.08
68,024883,3,3,7,0.5,0.3
69,041723,3,1,9,0.75,0.25
70,041287,1,5,16,0.167,0.059
71,045884,2,3,5,0.4,0.286
72,036669,6,1,17,0.857,0.261
73,021483,1,1,6,0.5,0.143
74,038475,5,0,3,1.0,0.625
75,008053,3,1,6,0.75,0.333
76,043158,0,1,5,0.0,0.0
77,008244,1,3,12,0.25,0.077
78,022877,2,2,11,0.5,0.154
79,004559,9,11,29,0.45,0.237
80,024080,6,6,26,0.5,0.187
81,000401,1,1,11,0.5,0.083
82,040907,10,11,29,0.476,0.256
83,012568,0,2,9,0.0,0.0
84,045846,4,1,8,0.8,0.333
85,009623,8,11,38,0.421,0.174
86,012350,6,14,31,0.3,0.162
87,028398,3,3,16,0.5,0.158
88,029854,5,8,24,0.385,0.172
89,036602,4,3,10,0.571,0.286
90,031987,3,2,5,0.6,0.375
91,037253,2,2,4,0.5,0.333
92,005781,2,2,4,0.5,0.333
93,014791,2,7,22,0.222,0.083
94,038479,2,1,6,0.667,0.25
95,017550,3,6,16,0.333,0.158
96,038065,3,4,14,0.429,0.176
97,016269,7,10,33,0.412,0.175
98,018928,1,1,35,0.5,0.028
99,024440,2,3,23,0.4,0.08
100,017561,1,0,6,1.0,0.143
101,026798,6,2,15,0.75,0.286
102,009965,3,3,10,0.5,0.231
103,001449,5,8,64,0.385,0.072
104,047032,2,1,17,0.667,0.105
105,037500,5,4,8,0.556,0.385
106,044916,1,4,19,0.2,0.05
107,039004,1,1,9,0.5,0.1
108,040712,0,2,5,0.0,0.0
109,019626,4,10,25,0.286,0.138
110,029469,3,6,19,0.333,0.136
111,013636,1,2,11,0.333,0.083
112,027398,4,3,19,0.571,0.174
113,028610,7,10,40,0.412,0.149
114,049839,2,2,4,0.5,0.333
115,026274,2,5,18,0.286,0.1
116,020376,2,4,19,0.333,0.095
117,021456,3,3,6,0.5,0.333
118,015003,7,3,29,0.7,0.194
119,048393,3,0,7,1.0,0.3
120,027917,6,3,29,0.667,0.171
121,002992,2,2,12,0.5,0.143
122,011351,3,17,51,0.15,0.056
123,020761,3,3,9,0.5,0.25
124,006136,4,5,20,0.444,0.167
125,017842,8,6,30,0.571,0.211
126,028478,3,5,30,0.375,0.091
127,033929,7,3,24,0.7,0.226
128,010795,3,1,7,0.75,0.3
129,009647,3,2,11,0.6,0.214
130,015658,3,2,7,0.6,0.3
131,029314,5,2,7,0.714,0.417
132,001169,1,3,21,0.25,0.045
133,030313,0,3,18,0.0,0.0
134,025163,3,1,8,0.75,0.273
135,047657,9,6,20,0.6,0.31
136,007391,4,3,14,0.571,0.222
137,007102,5,2,8,0.714,0.385
138,034400,4,2,11,0.667,0.267
139,007247,1,1,14,0.5,0.067
140,009092,4,2,13,0.667,0.235
141,016834,2,2,3,0.5,0.4
142,020466,3,2,10,0.6,0.231
143,040118,3,3,12,0.5,0.2
144,047276,2,12,43,0.143,0.044
145,033382,4,1,11,0.8,0.267
146,014399,2,10,22,0.167,0.083
147,000391,6,2,12,0.75,0.333
148,003158,2,3,3,0.4,0.4
149,032648,6,3,27,0.667,0.182
150,025389,1,2,5,0.333,0.167
151,005721,3,2,24,0.6,0.111
152,035009,4,6,22,0.4,0.154
153,025489,1,0,6,1.0,0.143
154,031606,4,6,12,0.4,0.25
