image_id,pred_obj,true_obj,iou,occolusion_ratio
000003,5133,63.0,0.9086,None
000016,24485,14.0,0.5641,Heavy
000016,24484,26.0,0.9186,None
000016,24483,16.0,0.9003,None
000016,24482,13.0,0.8115,Light
000016,24481,18.0,0.8452,Light
000038,32760,19.0,0.8745,Light
000038,32761,27.0,0.9859,Light
000038,32755,24.0,0.8689,None
000038,32756,28.0,0.9029,None
000038,32757,15.0,0.9145,None
000038,32762,32.0,0.489,Medium
000038,32758,31.0,0.8519,Light
000046,10225,17.0,0.4222,Heavy
000046,10226,19.0,0.9353,None
000046,10227,25.0,0.9102,Light
000046,10230,28.0,0.4313,Light
000046,10222,16.0,0.9142,None
000046,10224,14.0,0.791,Medium
000046,10228,20.0,0.6637,Heavy
000046,10223,13.0,0.9433,None
000055,12808,24.0,0.5041,None
000055,12805,18.0,0.9284,None
000055,12806,29.0,0.8397,Light
000055,12807,18.0,0.0259,None
000055,12809,40.0,0.8941,None
000058,31039,26.0,0.411,Light
000058,31043,15.0,0.7939,Medium
000058,31036,25.0,0.9048,Medium
000058,31032,23.0,0.9561,None
000058,31033,18.0,0.8903,None
000058,31034,17.0,0.9256,Light
000058,31037,13.0,0.7247,Light
000063,3193,8.0,0.8975,None
000063,3195,15.0,0.7473,Medium
000064,31732,28.0,0.9312,None
000064,31733,36.0,0.9059,None
000064,31737,34.0,0.8953,Light
000064,31735,37.0,0.8761,Light
000064,31736,19.0,0.7468,Light
000080,9797,19.0,0.8885,None
000080,9798,11.0,0.8776,None
000080,9806,27.0,0.3,Heavy
000080,9799,13.0,0.9157,None
000080,9800,17.0,0.7325,Light
000080,9803,22.0,0.8684,None
000080,9801,29.0,0.8859,None
000089,4211,23.0,0.9591,None
000089,4212,15.0,0.9695,None
000089,4210,18.0,0.8899,Light
000089,4209,19.0,0.8303,None
000110,23486,23.0,0.0007,None
000110,23480,26.0,0.9544,None
000110,23481,23.0,0.9608,None
000110,23483,27.0,0.7115,Light
000110,23485,21.0,0.8131,Medium
000110,23482,14.0,0.8216,Light
000118,7676,16.0,0.9212,None
000118,7677,14.0,0.946,None
000122,32658,21.0,0.7022,Medium
000122,32663,18.0,0.4853,Heavy
000122,32665,23.0,0.7503,Medium
000122,32657,27.0,0.7968,Light
000122,32672,10.0,0.7571,Light
000122,32670,22.0,0.7695,Light
000122,32664,33.0,0.3539,None
000122,32662,29.0,0.6547,Medium
000122,32656,11.0,0.4653,Medium
000122,32666,20.0,0.532,Medium
000122,32667,25.0,0.8613,None
000122,32668,13.0,0.5336,Heavy
000122,32654,30.0,0.601,Medium
000122,32655,32.0,0.8639,None
000183,26996,50.0,0.8578,Light
000183,26995,34.0,0.932,None
000183,26994,45.0,0.9413,Light
000183,26997,44.0,0.8889,Light
000183,26993,43.0,0.8156,None
000195,10558,36.0,0.8907,None
000195,10563,40.0,0.6671,Light
000195,10562,42.0,0.783,Light
000195,10561,38.0,0.7307,Light
000195,10560,41.0,0.8666,Light
000195,10559,33.0,0.8106,None
000196,11780,26.0,0.9213,None
000196,11782,27.0,0.74,Medium
000196,11783,34.0,0.8212,Medium
000196,11784,30.0,0.8118,Heavy
000196,11786,16.0,0.5082,Heavy
000196,11785,20.0,0.8995,Light
000196,11781,36.0,0.908,None
000211,32528,7.0,0.8776,Light
000211,32523,10.0,0.5396,None
000211,32525,5.0,0.7273,Light
000224,15593,0.0,0.0,Light
000224,15594,40.0,0.8894,None
000224,15596,33.0,0.6784,Light
000224,15597,37.0,0.8732,None
000235,29059,0.0,0.0,Light
000235,29064,9.0,0.8331,Light
000235,29063,21.0,0.7817,Light
000235,29060,22.0,0.9421,None
000235,29061,15.0,0.9487,None
000251,20286,25.0,0.783,Medium
000251,20280,20.0,0.9142,None
000251,20281,17.0,0.6738,Medium
000251,20283,13.0,0.7551,Heavy
000251,20284,15.0,0.7366,Medium
000251,20285,21.0,0.7964,Medium
000251,20288,33.0,0.5909,Medium
000251,20282,37.0,0.6279,Heavy
000251,20279,18.0,0.9236,None
000251,20276,22.0,0.7725,Light
000251,20277,14.0,0.8827,None
000251,20275,28.0,0.6997,Medium
000251,20274,36.0,0.8672,None
000251,20273,27.0,0.9359,None
000251,20278,34.0,0.4996,None
000253,22851,12.0,0.9089,None
000253,22850,7.0,0.827,Light
000253,22849,5.0,0.8339,Medium
000253,22858,11.0,0.7525,Heavy
000253,22848,28.0,0.9601,None
000253,22847,25.0,0.8959,None
000253,22846,17.0,0.9698,None
000260,27269,22.0,0.6358,Light
000260,27278,15.0,0.8679,Medium
000260,27275,13.0,0.7396,Light
000260,27274,6.0,0.552,Heavy
000260,27265,8.0,0.7877,None
000260,27276,20.0,0.7232,None
000260,27285,0.0,0.0,Light
000260,27286,25.0,0.2535,Light
000260,27272,19.0,0.9069,Light
000260,27271,4.0,0.7224,Light
000260,27267,23.0,0.812,Light
000260,27268,5.0,0.8527,Light
000265,8419,20.0,0.952,None
000265,8420,24.0,0.7423,Light
000265,8417,19.0,0.9775,None
000265,8416,17.0,0.8435,Medium
000265,8415,18.0,0.9429,None
000265,8414,15.0,0.7501,VeryHeavy
000265,8418,14.0,0.844,Medium
000283,4372,31.0,0.8373,Light
000283,4371,40.0,0.9445,None
000283,4370,27.0,0.8619,Light
000283,4369,32.0,0.9222,None
000283,4374,35.0,0.5524,Heavy
000283,4375,29.0,0.7672,Medium
000283,4373,41.0,0.7644,Medium
000283,4376,26.0,0.5927,Medium
000326,13253,31.0,0.6713,Heavy
000326,13254,37.0,0.7343,Heavy
000346,31062,8.0,0.9381,None
000346,31057,5.0,0.8464,None
000346,31058,6.0,0.8172,Light
000346,31055,4.0,0.944,None
000375,32341,33.0,0.8428,Light
000375,32340,36.0,0.7148,Medium
000375,32342,27.0,0.4816,None
000384,11222,0.0,0.0,Heavy
000384,11223,37.0,0.5656,VeryHeavy
000387,19423,0.0,0.0,None
000387,19420,18.0,0.5231,Heavy
000387,19422,47.0,0.6647,Medium
000387,19412,22.0,0.9024,Light
000387,19414,30.0,0.9156,None
000387,19415,24.0,0.924,None
000387,19421,25.0,0.793,Light
000391,1041,19.0,0.9246,Light
000391,1043,17.0,0.7405,Light
000391,1044,18.0,0.8512,Heavy
000391,1045,13.0,0.8046,Heavy
000391,1046,9.0,0.367,VeryHeavy
000391,1040,8.0,0.9546,None
000391,1042,24.0,0.8929,Medium
000391,1039,7.0,0.8935,Light
000398,27257,11.0,0.9366,None
000398,27259,7.0,0.9249,Light
000398,27264,13.0,0.846,Medium
000398,27260,16.0,0.7816,Medium
000398,27261,12.0,0.5456,Heavy
000398,27262,14.0,0.8811,None
000398,27258,15.0,0.8848,None
000401,544,21.0,0.8239,Heavy
000401,543,26.0,0.733,Light
000422,10353,22.0,0.9142,None
000422,10356,19.0,0.745,Light
000422,10355,18.0,0.5156,Medium
000422,10358,17.0,0.7995,Light
000422,10357,16.0,0.9619,None
000422,10352,12.0,0.897,Light
000422,10354,13.0,0.8518,Light
000443,6558,14.0,0.5565,Heavy
000443,6557,20.0,0.485,Heavy
000443,6556,15.0,0.6403,Heavy
000443,6553,23.0,0.9321,None
000443,6554,11.0,0.7203,Medium
000452,17925,24.0,0.7106,Medium
000452,17923,26.0,0.9226,None
000452,17930,13.0,0.82,None
000452,17927,29.0,0.5782,Medium
000452,17924,21.0,0.8225,Light
000462,10626,12.0,0.7798,Heavy
000462,10621,10.0,0.6571,Medium
000462,10622,22.0,0.7817,Heavy
000462,10623,24.0,0.6034,Heavy
000462,10624,21.0,0.7928,Light
000462,10625,11.0,0.7012,Medium
000465,19836,23.0,0.8824,Medium
000465,19839,14.0,0.4501,Heavy
000465,19837,21.0,0.8552,None
000465,19835,25.0,0.9495,None
000478,26897,17.0,0.9191,None
000478,26903,14.0,0.652,Light
000478,26902,19.0,0.6331,Medium
000483,8775,22.0,0.8515,Medium
000483,8773,9.0,0.8634,Medium
000483,8777,10.0,0.6811,Heavy
000483,8776,18.0,0.3196,Heavy
000483,8772,14.0,0.8928,None
000483,8774,17.0,0.5342,VeryHeavy
000483,8780,1.0,0.0313,Light
000503,22669,22.0,0.5829,Medium
000503,22668,30.0,0.8347,None
000503,22672,20.0,0.8063,Light
000503,22673,29.0,0.3296,Medium
000507,27420,13.0,0.7526,Light
000539,33050,17.0,0.2197,Heavy
000539,33047,10.0,0.7597,Light
000539,33044,18.0,0.8622,Light
000539,33042,12.0,0.9669,None
000539,33041,16.0,0.8883,None
000539,33046,19.0,0.5949,Heavy
000539,33048,15.0,0.781,Light
000539,33045,9.0,0.9705,None
000539,33040,5.0,0.8945,Light
000548,4109,16.0,0.8516,None
000548,4110,15.0,0.9004,None
000548,4111,9.0,0.8823,None
000548,4112,10.0,0.8373,Light
000548,4115,13.0,0.88,Light
000563,14829,23.0,0.9171,None
000563,14828,24.0,0.803,Light
000563,14831,26.0,0.331,VeryHeavy
000567,9591,31.0,0.8034,Heavy
000567,9582,19.0,0.7755,Light
000567,9583,26.0,0.8982,None
000567,9584,32.0,0.7308,Medium
000567,9586,30.0,0.917,Light
000567,9587,24.0,0.8659,None
000567,9585,17.0,0.4653,None
000579,17299,17.0,0.9558,None
000579,17301,24.0,0.6449,Light
000579,17300,19.0,0.8413,None
000586,16403,16.0,0.963,None
000586,16408,10.0,0.648,Light
000595,3903,15.0,0.7672,None
000616,138,0.0,0.0,Light
000616,135,17.0,0.7829,Light
000626,30796,28.0,0.4653,Heavy
000626,30798,12.0,0.9094,None
000626,30799,26.0,0.7539,Medium
000626,30801,20.0,0.7289,Heavy
000626,30802,14.0,0.4681,VeryHeavy
000626,30803,10.0,0.6858,Medium
000626,30804,28.0,0.6354,Heavy
000626,30795,19.0,0.8396,Light
000626,30797,18.0,0.5512,Medium
000626,30793,23.0,0.8873,Light
000626,30792,11.0,0.9868,None
000626,30805,29.0,0.525,VeryHeavy
000626,30794,8.0,0.682,Medium
000637,27235,23.0,0.9141,None
000637,27233,24.0,0.7055,None
000637,27232,11.0,0.7761,None
000637,27231,17.0,0.7923,None
000637,27230,18.0,0.9213,None
000637,27229,12.0,0.8912,None
000639,31312,7.0,0.6486,Heavy
000639,31318,10.0,0.7487,Light
000639,31315,11.0,0.8271,Light
000639,31317,24.0,0.8967,Light
000639,31316,19.0,0.8308,Light
000639,31314,8.0,0.6436,Medium
000639,31313,26.0,0.8686,None
000643,15505,9.0,0.9403,None
000643,15506,13.0,0.971,None
000647,30495,22.0,0.9109,None
000647,30496,18.0,0.7294,None
000647,30497,13.0,0.8527,None
000647,30498,15.0,0.9022,None
000647,30502,6.0,0.9022,None
000647,30505,16.0,0.6256,Heavy
000647,30499,12.0,0.8824,None
000647,30500,17.0,0.3316,Heavy
000649,13514,15.0,0.8406,Light
000649,13507,26.0,0.943,Light
000649,13508,22.0,0.9356,Light
000649,13509,14.0,0.7014,Medium
000649,13510,25.0,0.9041,None
000649,13511,11.0,0.9269,Light
000649,13512,24.0,0.9139,None
000649,13513,13.0,0.746,Medium
000650,9933,18.0,0.9601,None
000650,9935,15.0,0.8965,Light
000650,9941,26.0,0.3627,Heavy
000650,9939,11.0,0.3871,Medium
000650,9937,12.0,0.4363,Heavy
000650,9940,23.0,0.7077,Medium
000650,9936,24.0,0.8497,Light
000651,5242,38.0,0.9549,None
000651,5247,19.0,0.5127,VeryHeavy
000651,5241,17.0,0.6328,Medium
000651,5243,35.0,0.9256,None
000701,23645,21.0,0.8928,Light
000701,23644,18.0,0.9554,None
000701,23642,11.0,0.9142,None
000701,23643,13.0,0.935,None
000701,23647,1.0,0.0902,Light
000704,12700,30.0,0.757,Light
000704,12698,36.0,0.2211,Light
000704,12697,33.0,0.8197,Light
000704,12696,32.0,0.725,Light
000704,12694,25.0,0.601,Medium
000704,12693,35.0,0.9138,Light
000704,12692,27.0,0.9493,None
000704,12691,26.0,0.942,None
000704,12690,31.0,0.932,None
000709,24411,19.0,0.447,Light
000709,24394,9.0,0.8896,Medium
000709,24417,15.0,0.8849,None
000709,24392,16.0,0.8071,Light
000709,24391,14.0,0.8994,Light
000709,24390,6.0,0.8281,Light
000709,24407,23.0,0.9319,None
000709,24403,18.0,0.8613,None
000709,24395,5.0,0.8774,Light
000709,24399,12.0,0.6181,Medium
000709,24398,8.0,0.7793,VeryHeavy
000709,24397,11.0,0.8611,VeryHeavy
000721,23302,18.0,0.6296,Medium
000721,23296,17.0,0.9069,None
000721,23300,13.0,0.6657,Medium
000721,23299,15.0,0.9139,Light
000721,23298,8.0,0.9054,Light
000721,23297,10.0,0.8299,Medium
000734,11445,7.0,0.472,Heavy
000734,11444,13.0,0.5075,Heavy
000734,11440,27.0,0.5583,Heavy
000734,11441,6.0,0.9006,None
000734,11454,26.0,0.9278,None
000734,11437,21.0,0.96,None
000734,11436,24.0,0.9636,None
000734,11442,15.0,0.7791,Medium
000734,11447,19.0,0.6916,Heavy
000734,11438,10.0,0.9479,None
000734,11448,8.0,0.5601,Medium
000734,11451,16.0,0.5812,Medium
000734,11452,23.0,0.6731,Heavy
000738,4756,15.0,0.7162,Light
000755,4556,16.0,0.7199,Medium
000755,4557,22.0,0.8288,None
000755,4554,19.0,0.9028,None
000755,4555,23.0,0.7967,Medium
000755,4553,12.0,0.8649,None
000763,13078,21.0,0.7758,None
000763,13079,10.0,0.9164,None
000763,13081,14.0,0.9382,Light
000763,13080,16.0,0.9371,None
000815,8871,49.0,0.5622,Medium
000815,8870,39.0,0.9635,None
000815,8875,48.0,0.8101,Light
000815,8873,40.0,0.5433,Light
000815,8872,38.0,0.885,None
000823,10033,16.0,0.9459,None
000823,10034,11.0,0.8382,Light
000823,10041,12.0,0.6315,Medium
000823,10035,14.0,0.7573,Medium
000847,285,25.0,0.9471,None
000847,286,11.0,0.9394,None
000847,287,31.0,0.9429,Medium
000847,288,21.0,0.8588,None
000847,289,14.0,0.9415,Light
000847,290,13.0,0.8549,Light
000847,293,20.0,0.5457,Medium
000847,292,33.0,0.7552,None
000847,294,29.0,0.6037,Medium
000847,295,15.0,0.308,VeryHeavy
000847,296,32.0,0.3835,Medium
000847,291,12.0,0.7735,Medium
000901,28170,25.0,0.8282,None
000901,28169,27.0,0.795,Medium
000909,32254,13.0,0.6598,None
000909,32252,14.0,0.8556,None
000909,32251,9.0,0.9208,None
000916,33513,34.0,0.8916,None
000916,33514,32.0,0.8658,None
000916,33515,38.0,0.6638,Medium
000934,11023,13.0,0.7066,Heavy
000934,11022,17.0,0.9214,Light
000961,1586,27.0,0.9433,None
000961,1587,16.0,0.7325,Light
000961,1588,28.0,0.7419,Medium
000973,4045,8.0,0.6834,Medium
000973,4046,10.0,0.6971,Heavy
000973,4047,8.0,0.3437,Medium
000979,7949,28.0,0.925,Light
000979,7948,37.0,0.6615,Medium
000979,7942,20.0,0.9213,None
000979,7943,15.0,0.9292,None
000979,7944,36.0,0.8855,Medium
000979,7945,39.0,0.6194,Medium
000979,7946,18.0,0.7553,Light
000984,22526,23.0,0.8552,Light
001017,20361,20.0,0.6364,Light
001017,20362,29.0,0.9654,None
001017,20365,18.0,0.5437,VeryHeavy
001017,20372,26.0,0.5965,Medium
001017,20370,16.0,0.6609,Light
001017,20357,25.0,0.7741,Light
001017,20373,9.0,0.6193,Light
001017,20358,0.0,0.0,Medium
001017,20359,24.0,0.9599,None
001040,10648,22.0,0.7625,None
001040,10650,29.0,0.6113,None
001040,10649,24.0,0.6916,Light
001040,10653,23.0,0.6972,None
001074,22607,21.0,0.9622,None
001074,22608,16.0,0.7435,Light
001074,22610,23.0,0.8902,None
001074,22611,26.0,0.9157,None
001074,22613,17.0,0.4738,Medium
001074,22615,20.0,0.9102,None
001074,22609,19.0,0.8866,None
001083,11863,4.0,0.4528,Heavy
001083,11864,17.0,0.7047,None
001083,11862,18.0,0.9033,Light
001083,11861,20.0,0.9051,Light
001083,11860,19.0,0.7273,Light
001083,11859,22.0,0.9314,None
001083,11858,15.0,0.8076,None
001106,26748,32.0,0.0035,None
001106,26739,34.0,0.9145,None
001106,26738,41.0,0.9097,None
001106,26741,42.0,0.6239,Light
001106,26740,25.0,0.679,Light
001106,26745,38.0,0.6001,None
001106,26744,32.0,0.9673,None
001106,26742,30.0,0.7885,Medium
001110,22563,19.0,0.8986,Light
001110,22562,15.0,0.7078,Light
001110,22561,12.0,0.9068,None
001110,22560,18.0,0.9533,None
001113,10115,11.0,0.9441,Light
001113,10116,13.0,0.8749,None
001113,10117,18.0,0.8373,Light
001113,10118,23.0,0.9281,None
001113,10114,14.0,0.8906,Light
001113,10120,9.0,0.2192,Heavy
001113,10121,19.0,0.5174,Heavy
001113,10113,24.0,0.7241,None
001113,10122,22.0,0.3818,Heavy
001138,11061,6.0,0.9072,None
001138,11062,3.0,0.9319,Light
001141,7416,5.0,0.9282,None
001157,28955,25.0,0.4387,Medium
001157,28953,23.0,0.7925,Medium
001157,28952,16.0,0.8258,None
001157,28951,17.0,0.5418,None
001157,28960,20.0,0.9284,Light
001157,28956,22.0,0.9371,Medium
001157,28961,14.0,0.7623,Light
001157,28949,24.0,0.9411,None
001157,28950,18.0,0.8898,None
001164,16905,12.0,0.933,None
001164,16906,14.0,0.929,None
001169,939,24.0,0.3113,Heavy
001169,940,28.0,0.8375,Light
001169,941,30.0,0.3955,Heavy
001184,14586,10.0,0.9221,None
001185,2012,13.0,0.5998,Medium
001185,2018,14.0,0.7887,Light
001185,2019,9.0,0.8229,None
001185,2020,11.0,0.4701,Medium
001185,2004,12.0,0.7996,Light
001185,2010,8.0,0.7771,Light
001185,2009,16.0,0.888,None
001185,2008,13.0,0.5482,Medium
001185,2007,4.0,0.8267,Medium
001185,2006,5.0,0.8169,Light
001185,2005,11.0,0.5062,Medium
001209,32821,37.0,0.5452,Heavy
001209,32817,40.0,0.907,None
001209,32816,22.0,0.8811,Light
001209,32815,39.0,0.9164,None
001217,30840,6.0,0.8748,Light
001217,30838,7.0,0.9201,None
001217,30841,5.0,0.9026,None
001226,28222,17.0,0.9244,None
001226,28224,11.0,0.7001,None
001226,28223,15.0,0.9453,None
001229,19821,21.0,0.9359,None
001232,32933,14.0,0.7403,Light
001232,32935,3.0,0.9255,Light
001232,32934,4.0,0.8021,Light
001232,32932,13.0,0.6336,Light
001232,32936,15.0,0.5245,VeryHeavy
001232,32931,12.0,0.83,Heavy
001232,32930,2.0,0.9431,Light
001232,32929,8.0,0.9157,None
001239,5736,24.0,0.903,None
001239,5731,17.0,0.897,None
001239,5734,22.0,0.9346,Light
001239,5733,26.0,0.8477,None
001239,5732,23.0,0.8753,Light
001239,5737,19.0,0.8142,Light
001242,14476,4.0,0.9093,Light
001242,14480,7.0,0.5241,Heavy
001242,14475,14.0,0.8404,Heavy
001242,14471,6.0,0.8622,Light
001242,14474,11.0,0.7801,Light
001250,16453,18.0,0.4051,VeryHeavy
001250,16451,21.0,0.8925,Light
001250,16454,29.0,0.9056,Light
001250,16450,26.0,0.9512,None
001250,16452,32.0,0.8275,Medium
001250,16449,19.0,0.7631,Light
001254,11417,11.0,0.9277,None
001254,11416,8.0,0.8273,None
001258,25005,23.0,0.9128,None
001258,25007,18.0,0.9359,None
001258,25008,16.0,0.5157,Heavy
001258,25009,15.0,0.8135,Heavy
001262,26251,40.0,0.8824,None
001268,16046,9.0,0.9328,None
001268,16047,13.0,0.937,None
001268,16048,10.0,0.8697,None
001269,32988,28.0,0.869,None
001269,32995,29.0,0.7573,Light
001269,32991,20.0,0.691,Light
001269,32989,31.0,0.871,None
001297,29719,13.0,0.9342,Light
001297,29721,8.0,0.8289,Medium
001297,29720,14.0,0.8209,Light
001306,23898,10.0,0.7449,None
001308,33276,9.0,0.9209,Light
001308,33275,21.0,0.9512,Light
001308,33274,15.0,0.8849,None
001308,33283,13.0,0.8905,Medium
001308,33272,14.0,0.9145,None
001308,33273,8.0,0.9443,Light
001308,33285,7.0,0.3568,Light
001336,7666,28.0,0.5444,Heavy
001336,7669,22.0,0.92,Light
001336,7664,25.0,0.9,None
001336,7667,31.0,0.8812,None
001336,7672,17.0,0.8684,Light
001336,7665,21.0,0.9466,None
001338,28172,6.0,0.8858,None
001338,28173,4.0,0.8053,None
001350,24615,8.0,0.9162,None
001350,24621,7.0,0.1156,Light
001355,27779,34.0,0.1354,Light
001355,27778,36.0,0.9385,Light
001355,27780,21.0,0.8429,Light
001355,27782,38.0,0.7908,VeryHeavy
001355,27788,33.0,0.6202,Medium
001355,27787,20.0,0.5815,Light
001355,27789,34.0,0.679,Light
001355,27790,24.0,0.7881,Medium
001356,7895,34.0,0.8095,Light
001356,7894,32.0,0.8125,None
001356,7886,40.0,0.9429,None
001356,7899,23.0,0.9008,Light
001356,7887,28.0,0.9233,Light
001356,7888,25.0,0.8758,None
001356,7890,38.0,0.7335,Light
001356,7891,35.0,0.6251,Light
001356,7893,22.0,0.7761,Light
001356,7889,36.0,0.5597,Medium
001364,30681,13.0,0.8762,None
001364,30682,11.0,0.5863,Medium
001364,30683,16.0,0.6021,Medium
001364,30685,9.0,0.4691,Heavy
001364,30690,10.0,0.1849,None
001364,30680,12.0,0.6302,Heavy
001364,30679,8.0,0.9145,None
001364,30678,17.0,0.9292,None
001364,30677,6.0,0.9392,None
