image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
000006,1619597311.883675,0,0,0,0,0,2,21.030382686787537,52.23933230277807,42.39840138693201
000012,1618761906.225818,0,4,0,0,0,7,21.030544981854842,52.23943019080898,13.548252764014336
000017,1619696128.224242,0,4,0,0,0,23,21.021681799685943,52.17312310497391,50.625242027855734
000024,1618762048.661539,0,4,0,0,0,13,21.04392135930924,52.23733437030697,13.17782447994908
000025,1618761273.448765,0,4,0,0,0,18,21.008942301800758,52.234857581125596,15.22622602172261
000027,1619683818.109947,0,4,0,0,0,37,21.11926851356302,52.237586411339635,42.96335792345698
000032,1618765588.888767,0,4,0,0,0,25,20.95091776901621,52.2291829733071,4.468712273806361
000033,1619428116.002817,0,2,0,0,0,34,21.01542331869136,52.223407921644835,47.92687742383367
000036,1619264664.330623,0,2,0,0,0,30,20.981663220485636,52.25437115094819,48.50438345612951
000037,1620139739.66793,0,4,0,0,0,27,21.007873049898816,52.235064468792544,28.707696432390584
000043,1618494068.112195,0,6,0,1,0,14,21.038041148498007,52.26268432248709,33.77902590908969
000068,1618936000.885187,0,4,0,0,0,33,20.943040194745013,52.23846658121842,10.887874130032358
000070,1618759050.113785,0,2,0,0,0,13,20.937596448961095,52.2254238819427,20.894459768676015
000091,1619701861.891573,0,4,0,0,0,24,21.023570714883373,52.202535241010544,41.27003408481702
000103,1618762489.335439,0,4,0,0,0,27,21.016866737350885,52.23102176085229,12.181755327412475
000125,1619513975.995673,0,2,0,0,0,18,21.014967256926404,52.24680807156194,47.44629345245011
000134,1619703659.890101,0,4,0,0,0,22,20.985696358867212,52.25121594054953,37.36952746879456
000155,1618400236.227004,0,6,0,1,0,16,20.982521919485972,52.21769276284652,45.78056409964717
000160,1618759787.891711,0,2,0,0,0,38,21.001857180835522,52.2338281100184,19.04101691052817
000214,1619701763.889922,0,4,0,0,0,30,21.02428487007045,52.196977144436104,41.52189634085313
000215,1619693913.885245,0,4,0,0,0,26,21.00090324523917,52.19914776483948,52.234820121621404
000217,1619682487.888231,0,4,0,0,0,30,20.99350388576927,52.23085275386894,40.18948430514285
000219,1619703546.22133,0,4,0,0,0,23,20.98951262480906,52.24683960634625,37.6218289580436
000220,1619423648.106546,0,2,0,0,0,24,21.00187673068211,52.23383140238365,40.09675351570357
000234,1619076415.11554,0,4,0,0,0,25,21.086101913638824,52.24526391620678,35.30054971874466
000239,1618990991.773127,0,2,0,0,0,7,20.969674769430956,52.27177065130406,37.146390774965106
000242,1620145546.559334,0,4,0,0,0,32,21.004089148632577,52.22805293922088,14.089160928306512
000249,1619702756.107514,0,4,0,0,0,37,21.012078451674412,52.230019946460224,39.4748723646732
000256,1619520713.335257,0,2,0,0,0,34,21.040552392766653,52.250685445434335,51.70881468031228
000266,1620145716.995505,0,4,0,0,0,39,21.01552756882628,52.2231373686245,13.629193378299775
000272,1619075392.998866,0,4,0,0,0,17,21.120194566973094,52.23734863619305,33.09555381372696
000302,1619597321.5505,0,0,0,0,0,4,21.030553656570973,52.239426376832334,42.46827732778101
000314,1619701759.223094,0,4,0,0,0,25,21.024302215767612,52.196746064666904,41.52189634085313
000321,1619415718.998425,0,0,0,0,0,16,21.04747085470149,52.20693928506532,21.229056669326738
000329,1618761787.223883,0,4,0,0,0,16,21.024368826266144,52.236871759339834,13.856424390160342
000333,1618400996.10658,0,6,0,1,0,57,20.980571983370208,52.236344028948565,45.025427800769656
000334,1619587343.446265,0,0,0,0,0,15,20.992013103722805,52.23171655934934,18.714776051992544
000341,1619071673.773154,0,6,0,1,0,14,21.06845577158017,52.246156645743085,23.932806845593575
000342,1618821109.670012,0,2,0,0,0,27,20.99766057725341,52.23503536105706,42.19942163549569
000351,1618763800.890794,0,4,0,0,0,17,20.989379764566774,52.224100724722085,8.885005418863074
000352,1618497219.332812,0,6,0,1,0,33,21.014017026244797,52.22585621555347,26.62432748520071
000360,1619503145.552422,0,0,0,0,0,12,20.994798253058697,52.22814042767254,24.081487763522063
000361,1618936926.000119,0,2,0,0,0,23,20.98237875227598,52.240323693029815,8.460755396223192
000393,1618384326.997823,0,6,0,1,0,27,21.00488201507085,52.21721546819152,30.819149174259344
000400,1619426741.446738,0,2,0,0,0,30,20.977951404329236,52.22190461806179,45.88288913896487
000410,1619512025.029291,0,0,0,0,0,33,21.0959490953352,52.243696368431785,44.302592949698024
000420,1618384810.105166,0,6,0,1,0,14,21.022236997476828,52.20542159762928,31.920814250509842
000425,1618497033.996314,0,6,0,1,0,20,21.009090763846743,52.23407370407976,27.030363216905243
000426,1618766240.332592,0,4,0,0,0,15,20.99768872422289,52.23379253179233,2.886797221881551
000438,1618827927.113063,0,2,0,0,0,32,20.997634111098872,52.23448681909347,49.20203428056143
000445,1618761800.89071,0,4,0,0,0,22,21.025646186919946,52.23720429502746,13.856424390160342
000451,1619633454.664762,0,1,0,0,1,9,20.986763343286608,52.26924152414432,-2.3425378364629523
000486,1619254542.328772,0,2,0,0,0,15,20.94248620585921,52.24686818697011,46.11589161007061
000488,1618400823.67032,0,6,0,1,0,18,20.984404573772142,52.23082362743643,45.17226306713358
000509,1618467027.216213,0,7,0,1,0,26,21.013689433393,52.22684809046519,22.212029189502132
000520,1618938414.891445,0,2,0,0,0,19,21.02813152509369,52.25187004612088,4.9066244364215095
000535,1618827748.110088,0,2,0,0,0,41,20.99204755340229,52.2434230840113,49.16151197802512
000537,1618400268.327529,0,6,0,1,0,14,20.98494706413066,52.21933859487494,45.78056409964717
