,image_id,pose_x,pose_y,pose_yaw,pose_pitch,pose_roll,speed_var,mean_jerk,max_jerk,st_jerk,mean_angular_acc,max_angular_acc,st_angular_acc,mean_lateral_acc,max_lateral_acc,st_lateral_acc,stability_score
45001,045001,57.76345474685369,-0.2452156106568522,0.0028840062248767532,0.006608314640082137,0.009486738301219868,0.002772936667030445,-0.0890627901301502,16.46383392515644,5.979263297536087,1.5005778363436018,84.05154980409935,20.674155378189937,-2.59816986654461,9.976462072374442,6.546282313568873,-406.0261023117467
45002,045002,58.56342541571002,0.01682386229214535,0.004401099241363539,0.003504124942786251,0.004567799724282561,0.029391636677482458,0.0977920721795734,8.304568622647647,1.989439603259671,0.38973093671730913,18.579802312476318,4.952677404940013,-0.6347293130268725,2.765909245326619,1.1639483247029299,70.15834088499992
45003,045003,31.123105863137837,0.10228998030202166,-0.017450956365576507,-0.002795828416389221,0.005558965348547128,0.32449650689641923,0.005409504882425265,8.83566860864611,2.089659754226458,0.22703546728164184,10.964656932764779,3.213921680582595,0.5805456025563547,1.496900764305965,0.3747906983008755,85.1635614751145
45004,045004,49.174167809855504,-0.4349252214489679,-0.015836021029564527,0.00034816226322895275,-0.002289237676991318,0.015106439041640633,-0.05164546458526584,4.0407866887599795,1.6284358275410697,-0.00042209076993826247,0.23709466566161638,0.07873857623243193,-0.016249863649717908,0.12536626155546493,0.05933706797630424,97.3384761045575
45005,045005,44.4412867242746,0.027680726125426033,0.12026504746440246,-0.001983021019368455,-0.011813473117644701,0.030745430397844234,-0.011403516497928414,5.498890890330627,2.20067492798303,0.48385952566310436,17.703704780713785,4.32430945213059,-9.026278979927753,-0.9383170871225563,2.586583853687456,69.76696159140427
45006,045006,29.940626651633206,-0.025138544221997638,-0.02477718012255461,-0.010820508540425867,0.008241771489514547,0.2143777184347876,0.0013115144592188398,19.398412361902146,3.7891792176371704,0.07476125050349244,33.74435106020437,8.910989013439632,-1.163687446926116,2.292649837059378,2.710254505625117,-1.1090838262765175
45007,045007,45.79905631627684,-0.9503305738476209,0.5755361405820477,0.0077091223441552465,-0.018079268985043615,0.00825757088101264,-0.6627119360836646,15.461439113626884,6.552379230623866,-0.015488803651997219,0.6641988432852565,0.26450722258680526,-1.6021967686479188,-1.4361055767805733,0.12984634091273178,56.97950227503998
45008,045008,34.92582035494486,-0.027785296681890462,-0.013447403248413562,-0.0030430493231181164,0.006239578744899571,0.044578070235284935,-0.31879808220332934,10.159090659775755,4.839140839086592,-0.0969638620787999,58.80425343907999,17.461743807280644,1.037868425996092,6.025638296773253,3.3657160012158647,-239.6578250524601
45009,045009,42.74573018946672,-0.2595217131088946,-0.00638152922765571,-0.00173836724587065,0.0068432814419801926,0.009625212264477793,0.0538228324392154,5.069750185133874,1.3847516575330248,0.1217286036217681,9.876155392077575,4.031173154356082,-0.17263634398930827,2.1028061959597406,1.287296544242815,80.17497345373889
45010,045010,30.452769761015382,0.049326064167128356,-0.005020866273574715,-0.008364482421087192,0.03262850831003261,0.006243848098964633,-0.1591531878387164,22.70117757812676,5.345467193299899,0.45190330648371974,40.899641531347726,16.10868928254822,-10.080002574296472,-1.5380617774291327,6.520208817324445,-230.57701293784476
45011,045011,57.79109039894147,-0.3451909482170853,-0.020596009470429468,0.006851408131287798,0.008840514813669547,0.035908421059793916,0.25739114932915325,12.101107110559392,4.11099729414353,-0.5216650416834312,46.62499961911526,12.411682085619653,10.747191345761964,29.73120651464486,8.34487669687244,-140.58711803295193
45012,045012,-0.05770090596621799,-0.027658534357177914,0.00013909375639345472,-0.0004639094058793996,-0.00022125527303488616,6.09229620351965e-06,-0.01832127580060092,1.5674984255948918,0.4563270389653958,-0.01665447930113718,4.411137721847928,1.036610311542806,-5.998430201878135e-05,0.0015738592572109163,0.0008555848107249336,98.71720396348684
45013,045013,76.37711649846601,0.015029274861465328,-0.021099078988988936,0.007351677093257084,0.0009823219318767827,0.03004894665778123,0.0577920520309731,6.155232209479989,2.6340574029488066,0.1660103458013347,27.12335071821846,8.49471231873854,-2.7381204069500154,8.312837227974217,5.11561301258293,-5.267892274665513
45014,045014,33.11993961480342,0.08618299874611181,-0.002838482958724239,0.001337630521814283,-0.004909240591867484,0.5152872755591337,-0.13960444186512494,4.698499284092641,1.6465067849573742,-0.2609514333131187,20.289326699012864,6.060667247116971,-2.058157015711406,0.6797513044317449,3.1823609341301746,50.42990681173505
45015,045015,43.777054534944966,-0.13922015312897265,-0.027517695803807692,0.005601237624704344,-0.0041050321609476335,0.0056460184530164985,-0.1716579809501008,4.5998189595956855,1.494199535527956,-0.2981250553934511,16.676079358741056,5.07410964864689,2.068834656746085,6.700040604745458,3.06192567002393,62.64539021278508
45016,045016,31.37827398196725,0.057839106222139426,-0.000578498338619867,0.0005108736052677577,0.011035501522604341,0.02946087967776275,0.4994879138127853,39.244321116193504,6.410708651126686,-0.0898245102000638,106.43385068921263,21.182519618933725,1.4733780946757675,2.976181870302317,0.8215326993071779,-390.4712387921736
45017,045017,49.04687845131123,-0.10985305619379464,-0.0031233858918641062,-0.010719756984849506,-0.0022320057114683387,0.012648728513409006,-0.12563402662929354,8.873803703382576,3.354363670475967,-1.090203813792366,25.11490431223739,11.446700878125187,-4.238973586838912,3.924168145672173,5.018500566593535,-67.46406456398057
45018,045018,40.49313705160469,-0.02961589165350855,-0.20680484796580664,0.014146799581643783,-0.010402405370976453,0.009717329491817561,0.1206078394716295,14.132798955501825,3.46625952191588,1.1401182463306605,20.712953115893672,7.903880711755438,62.95846668925031,80.79410494994139,8.678164545201106,-49.796825252517664
45019,045019,0.001164668400819657,-0.0018622159474138904,-0.00017602578397664487,-0.0005254454082736798,-0.00015392750789478278,8.566562968445081e-07,-0.009979426739975943,0.34638618829666645,0.16342285091277084,0.013132829407628936,1.8302352596974196,0.537473433678562,2.8712374244676467e-05,0.0003128586038475792,0.00010376430328345962,99.68441526912228
45020,045020,78.79627845202269,0.017034723277404712,0.001119997049387369,0.0014359533270368444,0.0017549030721939612,0.012393934527017652,-0.1005606595407615,6.4719784956986075,1.5785858014175733,-0.27079068998955613,13.06016135120038,4.509553843037422,-0.11269822048421739,2.8893867324343097,1.6795870554844559,74.35097832735832
45021,045021,68.25989015870358,0.4041660669577984,-0.034338974884857744,-0.010567265260162958,-0.0038479497718107024,0.008153637736679634,-0.31283779440004245,24.71259719410512,8.651559215695467,-0.9028807326001184,43.32832009055958,18.309075575538106,4.520719769032916,18.5361775365243,5.743306899999392,-343.05729944103183
45022,045022,17.910955449178566,-0.16477246488703035,1.2414578684637425,0.027562514889102014,-0.0001434183688625029,0.8544987755068777,0.17242398876865492,4.203780120744975,1.056482536491973,0.8450908380117046,6.711660828006728,2.6130147242019772,-12.361393013206408,-3.6930605047901945,8.276505051715194,23.55546283012403
45023,045023,54.377942067249066,-0.21368382189488927,-0.01942823128044919,0.005146707741568088,-0.017023590719267186,0.02620473192603455,-0.07141336880807408,6.579622077449073,2.2286720359245598,-0.22054735780435547,14.332898937063149,5.1997413172747855,4.056928373722312,11.39191305875378,2.5412070752906883,61.53797779020591
45024,045024,68.71644064520841,0.17874722317423103,0.07007612757207114,-0.003590680865931402,-0.0031247707561173764,0.06204500697913013,-0.006784325952840109,10.13425769228885,4.299299853631418,-0.703873347386177,28.988766705936616,9.731012517909189,-12.034328505402403,-4.274167090052232,3.9731751151486834,-28.962704350777244
45025,045025,67.80636400185526,-0.7430758279008919,-0.05588799873723253,0.005239680802531788,-0.013666213400295167,0.005515501413500532,-0.09218377232869847,11.201254746681727,3.7150985810297095,0.011797286567118878,0.5221106029407749,0.13240579614317305,0.13634867415668991,0.24466831435329256,0.048468755626136034,86.17816201810679
45026,045026,74.41380087292015,-0.10194139153737297,-0.061812626334731446,0.002344713961199186,-0.0031273400693606758,0.01206469353993652,0.15154527709579996,8.702974804202205,1.7854520989479845,0.3655068392027857,6.929279671152771,3.223840766002344,27.235296099501905,46.104807472165,9.57196259814254,-5.203456462416
45027,045027,49.8329447932234,-0.26728506251241285,-0.004411776700169475,-0.003758086271391137,-0.011369460269717545,0.0021996958410606974,-0.04784527649637777,5.275728625423756,1.4446779795832898,0.3311694959787859,11.654934055593058,3.3521556836171653,10.906841484843612,20.38941470355171,6.949312440598933,38.38301441103717
45028,045028,40.53831835909922,0.007039886239597319,0.4184843734365051,-0.019107745532871173,-0.004120599603871411,0.05134195062366069,0.12028843492229245,12.337972967299988,3.0409794995865265,-0.1870319563334763,21.855319809252926,10.076282606377834,-24.331178036161518,-2.197866811184186,17.76749308294352,-326.4628379329439
45029,045029,8.91873156983191,0.022431009094614592,0.41158703075010844,-0.018026090088488267,-0.00853962054693908,1.1060961909834095,-0.151695260746188,3.6652215246156272,1.6198415822441155,0.4319310688962533,13.748773515000897,5.223177263593058,6.642915671516138,18.46347114836685,8.782485076443491,-7.037511596435223
45030,045030,0.005149541277420677,0.030883838342149618,0.00020852856171854343,0.00048812409404121735,-9.286765939197539e-05,0.0002957862347208069,0.11821693660920814,4.154009991680258,0.6145575584420213,0.11691456749714153,3.2050050463022925,0.7951911066856668,5.581493534297695e-05,0.0036395324854266095,0.001016407553109352,98.98998907812549
45031,045031,17.113150114264602,0.25229171055308663,0.008826819563393993,-0.008366855141859907,-0.0020427280401532698,0.07212574211644011,0.09671114143598383,2.106642422739273,0.5604328532240677,-0.02179101789144987,2.2871899703386522,0.9236914616512081,-0.025596659945071595,0.11001271641244632,0.06751408960600182,98.82815094840446
45032,045032,54.023065986369346,-0.060941095832104074,-0.0460134019874032,-0.0032458394419441015,0.0024386804570139084,0.06599414928822064,-0.19304709139927567,4.50357838703001,2.1960391488774413,-0.9745811174070265,13.089044999714238,5.974039646472405,18.856155110613443,28.01649536391823,7.436002933112935,4.1941227377093355
45033,045033,34.8040196053948,-0.06981396555598682,0.0377260974384691,0.004369674969368585,0.02817846803934663,0.005751674976614701,-0.3967653617140046,10.990752419022595,4.151164893277994,-2.891700087485902,34.342205415053094,13.484403793774346,-51.987784823503596,0.8482655110302432,39.203589323922905,-1635.9827315235416
45034,045034,67.42920957697577,-0.41000769154020983,-0.0900243244277784,-4.7688226579491004e-05,0.0004475421212927737,6.092295595810535e-05,-0.18561460850579004,35.802789940531554,8.93126677009576,-0.772794497808272,58.95357625544273,20.840484481866188,31.220585535012482,50.18954575580588,13.589780758772921,-598.7754606290368
45035,045035,62.439137375989475,-0.09290499407106605,-0.003055997238593844,0.00883228143187482,0.014237990311188069,0.015977523200749334,-0.06975475717820095,5.057654157002962,1.6528487587480953,0.1844980694779832,16.56191986812439,5.465670183795601,2.9515277163107996,12.20793080293806,4.248040539128922,49.34869200058989
