,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
5001,005001,1602664213.337226,1,6,2,0,0,5,8.99902916626524,49.999859874746235,22.005145037621546
5002,005002,1602407931.999693,1,2,0,0,0,8,8.65011512890488,50.113949342102316,27.430637450191
5003,005003,1633975343.000648,3,4,0,0,2,8,19.03338291076992,47.50953394784715,-20.97415904007363
5004,005004,1614159288.994945,5,0,0,0,0,22,5.391117389624996,43.272929837171986,28.992213460172508
5005,005005,1619703014.776343,0,4,0,0,0,31,21.004828502995846,52.240127211657665,38.79150648380113
5006,005006,1618480166.227285,0,6,0,1,0,27,19.959862881235427,50.057597144454604,48.65615287376663
5007,005007,1619372505.106342,0,3,0,0,0,10,21.07089879394366,52.18011355123254,1.17237932437682
5008,005008,1618509694.11464,0,6,0,1,1,22,21.0830192993088,52.24163043277123,-4.484518808142255
5009,005009,1618858145.776009,0,6,0,1,2,10,19.94524960223086,50.06875158992234,-10.4471063218719
5010,005010,1618383216.115082,0,6,0,1,0,5,20.952992085840695,52.22718361666028,28.21285833148721
5011,005011,1597071350.003178,2,0,0,0,0,31,12.47272961320995,41.82679347701671,35.948554123551105
5012,005012,1588939277.114496,1,2,0,0,0,41,11.558342512992963,48.12951149391762,57.598815790651855
5013,005013,1618480003.558624,0,6,0,1,0,14,19.947711111371824,50.058372248758445,48.50797998556972
5014,005014,1620116487.439598,0,4,0,0,0,16,21.05475625108724,52.26334939165307,45.56433485713483
5015,005015,1619690631.775842,0,2,0,0,0,37,20.987243873609426,52.22690552074456,52.02415757030155
5016,005016,1587029588.112446,1,0,0,0,0,8,11.540286065457698,48.1178224607751,46.896431998537615
5017,005017,1602703900.11249,1,6,0,1,2,9,8.683468931846226,50.10689787992682,-28.782634776311085
5018,005018,1602661374.328659,1,6,0,0,0,27,8.643628360044803,50.10736189426218,16.044497815169933
5019,005019,1605864005.225773,1,2,0,0,0,17,6.973014729071457,50.9397356813675,14.616834205270266
5020,005020,1602143228.11145,1,6,0,1,0,8,8.690041714758339,50.116787350315185,18.378463280481654
5021,005021,1618764984.444265,0,4,0,0,0,20,20.929383779298096,52.22451939838799,5.945264814362673
5022,005022,1590680697.224259,4,4,0,0,0,3,13.00477138125631,55.601680559544945,29.206143487430673
5023,005023,1602331587.22778,1,2,0,0,0,37,8.634790200736372,50.12427401985288,31.603776733870063
5024,005024,1589961969.329306,4,0,0,0,0,7,15.212451462796688,59.26901617479701,40.58983465867701
5025,005025,1589975656.442001,4,0,0,0,0,10,15.214957103340293,59.27154067870119,49.583530319658784
5026,005026,1619685764.782904,0,4,0,0,0,27,19.95886115333489,50.04128670101018,47.67156919845733
5027,005027,1589822936.110351,4,4,0,0,0,14,15.21491747564133,59.27153068148482,13.022181016644481
5028,005028,1618509476.444196,0,6,0,1,1,12,21.069240927889123,52.24611592297682,-3.901751886476376
5029,005029,1606135188.996604,1,2,0,0,0,35,7.040901950537577,50.9294906393957,16.339634254603794
5030,005030,1614003712.66551,5,4,0,0,0,6,5.374905700304961,43.29642572238225,26.997663440650776
5031,005031,1590661746.221333,4,2,0,0,0,7,13.02179143189079,55.60713595352872,55.37032161833979
5032,005032,1602231331.115125,1,6,0,1,0,19,8.62797209991749,50.12159815866923,21.573756982484653
5033,005033,1619508971.111596,0,0,0,0,0,26,20.96238310783063,52.26811603708392,38.02800322645914
5034,005034,1619683629.440193,0,4,0,0,0,47,21.096594577799856,52.243462586588095,42.592759760557016
5035,005035,1618496453.999756,0,8,0,1,0,15,19.946897363583894,50.05799826397615,29.804997063130735
5036,005036,1605529274.666115,1,2,0,0,0,17,6.975366894927136,50.9398681634019,18.663269647326985
5037,005037,1618485411.223071,0,6,0,1,0,34,21.030574077128502,52.23666755321391,47.09550269406328
5038,005038,1614692120.55318,5,2,0,0,0,7,5.390703532085601,43.30929123151473,34.59705193653584
5039,005039,1633935841.333577,3,2,0,0,0,12,19.06196561353903,47.48956632201891,18.917814589324948
5040,005040,1619941931.668834,0,6,0,0,0,6,20.9881050470443,52.22398501996968,41.516280951745244
5041,005041,1605527953.110201,1,2,0,0,0,5,6.97808602884932,50.9379177750117,19.45819173514799
5042,005042,1619857210.445558,0,6,0,0,0,20,20.95430959985525,52.2618395356558,44.596774274810606
5043,005043,1602148850.106683,1,6,0,1,0,5,8.688914838375377,50.10953476492599,28.605503048182634
5044,005044,1620080285.885468,0,3,0,0,2,16,20.98321094293386,52.24870953045796,-21.446485218294484
5045,005045,1623180180.560285,0,1,0,0,1,5,17.03479163201789,51.13581207300192,-2.8260327842301365
5046,005046,1613831424.889505,5,0,0,0,0,22,5.367417466652068,43.29684773533871,25.35927525757559
5047,005047,1605855318.885998,1,3,0,0,1,25,6.942502084634408,50.94464444396646,-0.8911645008175384
5048,005048,1619644763.777144,0,1,0,0,2,45,21.09004029605672,52.22222169545074,-21.167074108363522
5049,005049,1602149111.110942,1,6,0,0,0,19,8.6772545870391,50.10524911413009,29.020802531305698
5050,005050,1614082752.772761,5,0,0,0,0,4,5.382732844126455,43.29203658002916,36.91366305823334
5051,005051,1614945298.004743,5,2,0,0,0,28,5.376153881321028,43.31226233017652,41.031503959272555
5052,005052,1614085748.222319,5,0,0,0,0,19,5.379656805842412,43.30200468408826,34.437537808653715
5053,005053,1605886579.226374,1,3,0,0,1,18,6.942732347160867,50.946287114134606,-0.08167500623308399
