image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
000014,1618761478.885517,0,4,0,0,0,1,21.01578942147533,52.240712417292805,14.775813262193608
000034,1619070233.884421,0,6,0,1,0,38,21.021355674685907,52.263308189464944,20.27132260693999
000035,1619683489.004472,0,4,0,0,0,17,21.083434558329902,52.24458811157459,42.22232154561747
000057,1619942106.105011,0,6,0,0,0,32,21.01261478041531,52.22986933923306,41.90578636024394
000084,1619417339.883888,0,0,0,0,0,7,21.026274942710646,52.23716428720445,25.19192856036095
000090,1606925229.003549,1,4,2,0,2,14,7.2586774753271,51.281335367495245,-6.3187351453252205
000102,1619632408.549948,0,1,0,0,0,28,20.994692635674017,52.23228163582393,0.3689656623039781
000107,1618651396.996664,0,4,0,0,0,18,21.02096678969089,52.263459950071635,45.99522855325523
000144,1620109725.550661,0,2,0,0,0,12,20.984241944471435,52.23101454860527,30.22103672288582
000159,1619784756.33315,0,2,0,0,0,39,20.93960807533251,52.239606023716576,48.008269854825315
000193,1619374425.004052,0,3,0,0,1,40,20.980301918226957,52.26183229947271,-3.482713149892689
000197,1620140454.778448,0,4,0,0,0,5,21.03065662408389,52.2395333631028,26.884538453994104
000207,1619373855.662424,0,3,0,0,1,32,21.004940070386624,52.222442840473384,-2.238948093459882
000231,1619703197.1152,0,4,0,0,0,15,21.00288358414166,52.242876267868176,38.42015630337641
000232,1618759758.891318,0,2,0,0,0,26,20.9986065969426,52.23289663729245,19.04101691052817
000241,1619683518.005015,0,4,0,0,0,24,21.08482872933116,52.244380993769234,42.34635680236379
000268,1619704282.000905,0,4,0,0,0,24,20.981620618698226,52.25451070904033,35.98153467825123
000284,1618486749.112836,0,6,0,1,0,28,20.983715583677856,52.24811128080794,45.97884885535067
000288,1619248595.888378,0,2,0,0,0,9,20.977492364813486,52.21798724638071,34.5130703458712
000291,1619703426.219358,0,4,0,0,0,50,21.001270463390245,52.244192126904096,37.88588010827224
000297,1618465810.663907,0,7,0,1,0,20,21.018034942490637,52.22771917111305,19.202497072218947
000300,1619262520.226832,0,2,0,0,0,12,20.958729999599758,52.281038845227314,50.316800552130694
000309,1619674382.773148,0,4,0,0,0,12,21.025981867923125,52.23280319272755,20.664687447680578
000315,1618653668.331717,0,4,0,0,0,21,20.98226417686294,52.275692811643914,47.92395066987379
000339,1618499720.109192,0,6,0,1,0,21,21.011745184706776,52.2301388817109,20.42207823726227
000368,1618764220.997989,0,2,0,0,0,40,20.962462334993102,52.216062828624096,7.794080367628823
000371,1618473668.891974,0,6,0,1,0,18,20.98852734116874,52.23102141765804,37.45008413538839
000373,1619536577.327698,0,4,0,0,0,15,20.976696110986115,52.23798451743369,23.08934665535692
000408,1619248181.781578,0,2,0,0,0,11,20.99825038471293,52.23264683901395,33.59262754276953
000412,1618759630.889361,0,2,0,0,0,28,20.990666001330425,52.23144730012606,19.348152008248945
000436,1619702316.999678,0,4,0,0,0,44,21.018444459819538,52.21264739393796,40.357683976770446
000442,1620145661.662224,0,4,0,0,0,43,21.01464723366579,52.22473569045717,13.733523526355867
000448,1619702456.002146,0,4,0,0,0,35,21.015633201124874,52.219728815870425,40.01355075837409
000464,1619520811.003589,0,2,0,0,0,25,21.037755817938706,52.252253087163396,51.68186343127259
000490,1619696456.996756,0,4,0,0,0,37,21.00267215421043,52.178243273867984,50.305427058940786
000516,1618662771.668169,0,4,0,0,0,35,20.95701584463085,52.231050912096826,42.41524536200728
000521,1619694204.223736,0,4,0,0,0,42,21.002002733808812,52.183032984510604,52.10995288222911
000540,1618766007.996079,0,4,0,0,0,19,20.987001029286773,52.23961958442479,3.457329259683476
000542,1618400999.773372,0,6,0,1,0,22,20.980507908730594,52.236546489336774,45.025427800769656
000558,1619702375.000779,0,4,0,0,0,39,21.015618335279704,52.216957986233375,40.18632947917451
000559,1618764194.999497,0,2,0,0,0,32,20.96334944086199,52.21580569917024,7.849185874911981
000566,1619536967.001199,0,4,0,0,0,17,20.948408319106168,52.23874737173723,22.153708223723783
000581,1619520297.661733,0,2,0,0,0,13,21.055225713148573,52.232567047020765,51.84044522768616
000585,1619517201.552951,0,2,0,0,0,5,20.968147737201217,52.25641247649489,50.9949473670966
000587,1618936014.885451,0,4,0,0,0,18,20.942858831787365,52.23884241865758,10.887874130032358
000591,1619076533.884151,0,4,0,0,0,15,21.07462584222961,52.24765192763296,35.61362507920423
000606,1619701853.558123,0,4,0,0,0,29,21.02373196694282,52.20151356052794,41.37178916272486
000611,1619374858.779359,0,3,0,0,1,12,20.952938751434896,52.26249040786838,-4.524312138056359
000614,1619632649.219919,0,1,0,0,1,16,21.01082078270521,52.23565117804814,-0.2196815017870506
000623,1618486183.669718,0,6,0,0,0,42,21.00813785743964,52.2361069588112,46.51080271151571
000624,1618656092.004476,0,4,0,1,0,36,20.97749484671709,52.2399387047938,48.547367338441575
000630,1619703512.887432,0,4,0,0,0,24,20.992361409558775,52.24363025334535,37.729607664042796
000667,1618495203.664946,0,6,0,1,0,21,21.038764504740673,52.26942783342011,31.236239995781773
000699,1618654649.447528,0,4,0,0,0,26,21.007528892321258,52.23667711652185,48.38568478271044
000700,1619070447.887607,0,6,0,1,0,28,21.02585758801428,52.259127185693615,20.883341436088003
000711,1620115975.223275,0,4,0,0,0,16,20.95979271503626,52.191863807893355,44.51692318654214
000717,1620140620.780905,0,4,0,0,0,16,21.04341836957545,52.24741665315662,26.472702956632375
000722,1620116009.89047,0,4,0,0,0,38,20.962323247148273,52.19477265018568,44.652739710809485
000735,1619374214.335099,0,3,0,0,1,22,20.989274717241095,52.247073618595394,-3.08698677757603
000740,1618494227.114929,0,6,0,1,0,11,21.04078397470686,52.26972017577956,33.42915456647161
000752,1620145542.225959,0,4,0,0,0,17,21.003317335945155,52.227842859048344,14.089160928306512
000785,1619247226.999605,0,2,0,0,0,36,20.998972516189767,52.232515381110524,31.256799816182657
000794,1619683641.107068,0,4,0,0,0,59,21.098942011988324,52.242966390276415,42.592759760557016
000801,1618662900.337063,0,4,0,0,0,10,20.95739508947039,52.22818737239883,42.1182375072033
000824,1619520957.772789,0,2,0,1,0,22,21.034951379210504,52.258156672756336,51.61919119287041
000829,1618480103.332215,0,6,0,0,0,13,21.024425173007067,52.19436079145066,46.775322255720845
000842,1620066918.671167,0,3,0,0,1,10,20.989769923889785,52.190705567675025,-4.510843330763279
000870,1618937163.004004,0,2,0,0,0,12,20.965776906692852,52.23871599572904,7.874811215819136
000882,1619513487.220636,0,2,0,0,0,19,21.044783331820472,52.248895346866185,46.728298506565004
000898,1619426573.553084,0,2,0,0,0,24,21.081886343951435,52.17129765587226,45.61998270169867
000911,1618901209.335489,0,2,0,0,0,11,20.98941781373802,52.19009446757254,29.1105216433728
000937,1619611343.776202,0,0,0,0,0,28,21.08918095318331,52.22001787255828,48.274413944293734
000941,1619693018.002977,0,4,0,0,0,20,20.98388582219915,52.197962399674104,52.50698469234765
000947,1619693836.883844,0,4,0,0,0,18,20.99895746778653,52.20726330214023,52.25313064066643
000962,1618936444.558912,0,2,0,0,0,44,20.978117403922173,52.23804969927305,9.66114308736887
000963,1619264058.220129,0,2,0,0,0,31,20.996198221767173,52.25360387538524,49.130779878461105
000964,1618831971.883803,0,2,0,0,0,19,20.95134737754716,52.22737574406869,47.708967807339114
000966,1620111046.668982,0,2,0,1,0,17,20.998114416641783,52.23622872343076,33.4929947523627
000968,1618762772.44023,0,4,0,0,0,19,20.986183228380145,52.22426092723875,11.390755698469462
000976,1618761192.447429,0,4,0,0,0,36,21.014710194550812,52.230531863664204,15.382089066555139
001003,1619426676.779038,0,2,0,0,0,24,20.98756712999792,52.22469493208518,45.75321870626565
001008,1619517434.221456,0,2,0,0,0,34,20.984456448791523,52.25498443577435,51.1616038821852
001034,1618903732.77615,0,2,0,0,0,40,21.03117876773104,52.206535269666574,34.94183550005892
001046,1620116387.671218,0,4,0,0,0,24,21.034634962987372,52.25451125493011,45.332273332582844
001047,1618469720.559435,0,7,0,1,0,11,21.015649150342394,52.22316735193139,28.828621890603337
001048,1618939373.774317,0,2,0,0,0,28,21.044691124044054,52.244348181469455,2.6276920251824833
