luminance,contrast,saturation,sharpness,temperature,edge_density,entropy,image_id,image_path
0.3567192467968461,46.561687841202854,34.19353023279453,23.392934628838933,8.714776273289576,1.9303973022838337,6.8200521459172965,14,single_frames_img/000014/camera_front_blur/000014_india_2021-04-18T15:57:58.885517Z.jpg
0.4010243529310981,47.528956554330165,19.66575378689078,31.354020574456094,12.025965362302916,2.7880629751593773,6.991679300009273,34,single_frames_img/000034/camera_front_blur/000034_golf_2021-04-22T05:43:53.884421Z.jpg
0.3904799349448796,38.707160354479605,20.745025570383042,24.266952904786823,24.66846076172064,1.7377977297834308,7.05864888076896,35,single_frames_img/000035/camera_front_blur/000035_india_2021-04-29T08:04:49.004472Z.jpg
0.32456415895408186,43.47520115962576,22.708411687482258,15.000644294042289,10.513991901903527,1.1068132868178993,6.669509425832222,57,single_frames_img/000057/camera_front_blur/000057_india_2021-05-02T07:55:06.105011Z.jpg
0.45145080426513573,44.14179487133095,51.88416455857646,47.19912330445864,11.703352258819358,4.7622315181701715,7.231145009143852,84,single_frames_img/000084/camera_front_blur/000084_golf_2021-04-26T06:08:59.883888Z.jpg
0.1060652856819017,24.342436667330997,97.23433796058335,60.44477446810158,3.751885122920394,0.9272656136124771,5.916897667437787,90,single_frames_img/000090/camera_front_blur/000090_india_2020-12-02T16:07:09.003549Z.jpg
0.3435165254604423,42.645965382037595,77.2394968680716,26.80979480337109,2.053169005235409,2.123027441293124,6.725768527943682,102,single_frames_img/000102/camera_front_blur/000102_golf_2021-04-28T17:53:28.549948Z.jpg
0.33767807030369434,45.50318026968128,24.774204479635753,15.277738686311277,23.84992835620789,1.1025339755736434,6.9631185302422836,107,single_frames_img/000107/camera_front_blur/000107_india_2021-04-17T09:23:16.996664Z.jpg
0.3669435632765891,48.722496027456565,54.030680503985394,34.53859084910656,8.835783446608103,3.5868269854086274,7.066787471533325,144,single_frames_img/000144/camera_front_blur/000144_golf_2021-05-04T06:28:45.550661Z.jpg
0.34603627849978513,46.04289380275458,22.712866726185453,11.71098526689523,13.569657794824602,0.7229896347170333,6.913912988958271,159,single_frames_img/000159/camera_front_blur/000159_india_2021-04-30T12:12:36.333150Z.jpg
0.381467331286221,30.974142975186062,46.03970973084211,19.353825076636166,3.7599401735096283,1.0529245316491627,6.322988196787752,193,single_frames_img/000193/camera_front_blur/000193_india_2021-04-25T18:13:45.004052Z.jpg
0.3972071508924396,41.7107156903276,18.60873861727183,15.589705031871555,13.850694790577673,1.3349922756634012,6.7735265740378185,197,single_frames_img/000197/camera_front_blur/000197_golf_2021-05-04T15:00:54.778448Z.jpg
0.3487701620970288,41.18233225909122,52.45804381055765,30.054902963907562,2.237616466477083,1.7780232554794362,6.261590172653971,207,single_frames_img/000207/camera_front_blur/000207_india_2021-04-25T18:04:15.662424Z.jpg
0.37161433642739267,49.860611674203575,24.714079077835997,23.104289689323714,3.209460685203937,1.9293274744727698,7.045949201303146,231,single_frames_img/000231/camera_front_blur/000231_india_2021-04-29T13:33:17.115200Z.jpg
0.3735341689053432,42.745682575033925,24.813645225199654,36.95224300532756,7.998370624237767,3.438548850795161,6.9407840862821235,232,single_frames_img/000232/camera_front_blur/000232_india_2021-04-18T15:29:18.891318Z.jpg
0.39639303490304684,46.188406705822274,22.648944484507215,24.755823083264833,12.147343549748912,2.2704497136577393,6.912677151421097,241,single_frames_img/000241/camera_front_blur/000241_india_2021-04-29T08:05:18.005015Z.jpg
