,image_id,time,country_code,weather,road_type,road_condition,time_of_day,num_vehicles,longitude,latitude,solar_angle_elevation
30001,030001,1619247273.000307,0,2,0,0,0,27,20.997298078926285,52.23582862656123,31.4004148985821
30002,030002,1622150733.226234,0,3,0,0,2,2,18.64447602902324,54.35194955832149,-12.217532207873973
30003,030003,1622658678.112327,0,0,0,0,0,10,18.587639103064387,54.414533574569546,4.013648609519606
30004,030004,1619938583.336199,0,6,0,0,0,17,21.004737773998755,52.23440094098543,33.85739585759025
30005,030005,1621716352.220956,0,3,0,0,2,6,18.596555008827355,54.35041844864917,-10.789094120689398
30006,030006,1587728062.997103,4,2,0,0,0,6,15.617102387033801,58.404860685745184,44.293513052951425
30007,030007,1619039548.109908,0,3,0,0,2,9,19.938262343572028,50.068799299833074,-24.636615399677154
30008,030008,1619034047.670685,0,3,0,0,2,1,19.920584874879687,50.08848943218483,-16.360301317625257
30009,030009,1605520793.219158,1,4,0,0,0,24,6.956765747213585,50.954995250042366,18.023009935786632
30010,030010,1594976842.221476,2,2,0,0,0,46,9.208416873983536,45.44466002006178,52.01796591702585
30011,030011,1618821306.772926,0,2,0,0,0,17,20.991772961346147,52.24424313814951,42.5699797055641
30012,030012,1619041676.772883,0,3,0,0,2,0,19.907556994833744,50.05692798331214,-26.465474574947905
30013,030013,1601397267.556293,1,3,0,0,0,19,12.41206059321519,51.34525176573087,2.013612147537131
30014,030014,1618759893.226706,0,4,0,0,0,7,21.009636943939896,52.23308711416839,18.67179974214018
30015,030015,1622534635.222712,0,4,0,0,0,8,18.614171487381217,54.3698160452593,45.99270634972759
30016,030016,1622612973.332769,0,0,0,0,0,5,18.686074712606658,54.35750758841172,27.490970131789908
30017,030017,1600092273.893466,1,2,0,0,0,12,13.409656155641402,52.52882113489781,27.71854006964191
30018,030018,1614072512.671516,5,0,0,0,0,7,5.422579517000217,43.521197391224625,27.751493157784296
30019,030019,1618415420.555725,0,6,0,1,0,9,21.01327135888279,52.2359598762048,14.884224992291337
30020,030020,1590560581.774958,4,0,0,0,0,7,13.01796682994269,55.605967549857276,28.494650146400595
30021,030021,1618944271.337045,0,3,0,0,2,2,21.0158443451016,52.23665679934827,-8.922636478995884
30022,030022,1622615621.776219,0,0,0,0,0,22,18.638445531481942,54.35133850574844,33.84780215063984
30023,030023,1623001959.442753,0,2,0,0,0,8,18.592018561992326,54.40146386987122,9.270855230797963
30024,030024,1606485263.330012,1,0,0,0,0,33,6.814116474510493,51.24291029680208,10.042826407374704
30025,030025,1605861818.223547,1,2,0,0,0,48,6.974095803950476,50.92907152493485,11.504820910865277
30026,030026,1595073315.332111,2,2,0,0,0,20,9.226607438043976,45.46209828902139,64.78746598981753
30027,030027,1595059977.550491,2,2,0,0,0,44,9.205332163169818,45.509698740891366,42.988897216566215
30028,030028,1619246546.222035,0,2,0,0,0,37,21.005623818516213,52.22871271563884,29.67268505661434
30029,030029,1602333038.217083,1,2,0,0,0,6,8.618798147132237,50.08808083458162,30.372082765825212
30030,030030,1605533282.000853,1,6,0,0,0,17,6.952847784066674,50.94410066305085,14.383743807861904
30031,030031,1595413064.1076,2,0,0,0,0,26,9.179201865378086,45.44507860372047,60.510710916861846
30032,030032,1590589261.778929,4,4,0,0,0,7,13.195602579302818,55.699701781063496,40.27971121111755
30033,030033,1619073450.000963,0,4,0,1,0,24,21.097907100702336,52.235566832059895,28.404403655459937
30034,030034,1613304768.78182,5,0,0,0,0,10,4.8356402819987325,45.75584808481739,31.471104314258987
30035,030035,1595234906.00363,2,0,0,0,0,26,9.223214494761406,45.49044632793002,48.57530645823592
30036,030036,1618405923.993895,0,6,0,1,0,17,21.004926095117117,52.222427081460864,37.16306992763417
30037,030037,1623181852.560127,0,1,0,0,1,3,17.102408302168577,51.11391946952991,-5.868878640347546
