image_id,pred_obj,true_obj,iou,occolusion_ratio
000001,5218,37,0.688,Medium
000001,5220,21,0.8549,None
000001,5221,16,0.914,None
000001,5222,28,0.82,None
000001,5223,18,0.5644,Medium
000001,5216,36,0.971,None
000020,19563,14,0.7714,Light
000020,19565,18,0.8876,None
000020,19566,19,0.7544,None
000020,19567,36,0.9096,None
000020,19564,22,0.8939,None
000020,19572,13,0.4501,Heavy
000020,19568,43,0.9498,None
000020,19575,33,0.8479,Medium
000020,19573,12,0.8559,Light
000060,14875,10,0.648,Medium
000060,14868,7,0.8775,Light
000060,14869,8,0.7078,Light
000060,14873,20,0.7346,VeryHeavy
000065,19968,28,0.95,Medium
000065,19967,30,0.878,Light
000065,19966,29,0.9542,None
000065,19965,31,0.924,Light
000074,29416,29,0.8742,None
000074,29415,17,0.8754,None
000074,29417,23,0.9289,None
000074,29418,25,0.7451,Light
000074,29421,30,0.7654,Light
000074,29420,35,0.7332,Medium
000074,29419,41,0.8064,None
000081,3293,15,0.8479,None
000081,3295,0,0.0,Light
000083,3207,24,0.6826,Light
000083,3205,21,0.8964,None
000083,3206,40,0.9166,None
000083,3208,38,0.568,Heavy
000093,9094,12,0.7645,None
000093,9096,21,0.4746,Heavy
000093,9093,16,0.702,Light
000093,9095,17,0.5381,Medium
000093,9092,11,0.7235,Medium
000095,24811,19,0.8928,None
000095,24816,22,0.795,Light
000095,24812,24,0.8783,Light
000119,24034,22,0.9341,Light
000119,24036,23,0.9663,None
000124,30844,17,0.8048,Light
000124,30848,19,0.5909,Light
000124,30840,12,0.9313,None
000124,30851,20,0.8537,Light
000124,30841,11,0.8148,None
000124,30842,13,0.8964,None
000165,4825,12,0.2158,Medium
000165,4814,21,0.93,None
000165,4815,14,0.926,None
000165,4820,22,0.5873,Medium
000165,4823,17,0.5916,Heavy
000165,4816,25,0.9751,Light
000165,4817,13,0.9092,None
000165,4818,9,0.6296,Medium
000184,21504,6,0.9243,None
000184,21507,0,0.0,Light
000184,21505,4,0.9104,None
000187,5270,22,0.9293,None
000187,5271,25,0.9125,None
000187,5272,31,0.8917,None
000198,3505,19,0.9262,None
000198,3506,22,0.7588,Light
000198,3507,21,0.5483,Heavy
000202,20420,13,0.7921,Light
000202,20419,21,0.8542,None
000202,20418,25,0.9038,None
000202,20421,24,0.9229,Light
000202,20422,11,0.9283,None
000202,20431,10,0.7013,Light
000205,19039,26,0.9233,None
000205,19036,23,0.9463,None
000205,19037,16,0.9294,None
000205,19038,24,0.949,None
000205,19040,20,0.8513,Light
